,ACC1,Num_VP,VP_rate,Num_VN,VN_rate,Num_FP,FP_rate,Num_FN,FN_rate,ACC2,Sensibilidade,Especificidade,MG,Precisão,F1
Medição,80.36190476190477,147.0,89.0909090909091,50481.0,80.33898305084746,12354.0,19.661016949152543,18.0,10.909090909090908,80.36190476190477,89.0909090909091,80.33898305084746,84.60185007101876,1.175905927525798,2.321174798673614
