;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;10;37265;2272;51;0,43821209465381245;94,13354209808575;16,39344262295082;94,25348407820522;39,30825718916149;0,8536064874093042
pca-full;5;38634;901;56;0,5518763796909493;97,5830892009294;8,19672131147541;97,72100670292146;28,301799557990435;1,0341261633919339
mlp-1camadas-retro;10;37146;2391;51;0,41649312786339027;93,83302186979141;16,39344262295082;93,95250018969573;39,245444590965626;0,8123476848090984
mlp-1camadas-full;5;38639;896;56;0,5549389567147613;97,59571673906456;8,19672131147541;97,73365372454786;28,303630903690774;1,0395010395010396
mlp-3camadas-retro;8;38346;1191;53;0,6672226855713094;96,85842719329258;13,114754098360656;96,987631838531;35,6646735880853;1,26984126984127
mlp-3camadas-full;5;39085;450;56;1,098901098901099;98,72209314072128;8,19672131147541;98,86176805362336;28,466512977449018;1,9379844961240311
oc-svm-retro;19;24027;15510;42;0,12235172902311804;60,72528915601798;31,147540983606557;60,77092343880416;43,50706641939639;0,24374599101988456
oc-svm-full;9;32981;6554;52;0,1371324089593174;83,31649661581977;14,754098360655737;83,42228405210572;35,08305266614253;0,27173913043478265
if-retro;61;984;38553;0;0,1579737918889522;2,639022172837012;100,0;2,48880795204492;15,775956237404184;0,3154492566257272
if-full;61;1742;37793;0;0,1611454535848259;4,55349025154056;100,0;4,4062223346401925;20,991003631651804;0,321772385599367
ensemble-retro;10;37163;2374;51;0,41946308724832215;93,87595333097632;16,39344262295082;93,99549788805423;39,25442397289141;0,81799591002045
ensemble-full;5;38613;922;56;0,5393743257820928;97,5300535407617;8,19672131147541;97,66788921209056;28,294106611652573;1,0121457489878543
