;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;117;62872;2783;21;4,0344827586206895;95,73814843524387;84,78260869565217;95,76117584342396;90,10484060120496;7,702435813034892
pca-full;103;64685;968;35;9,6171802054155;98,47547536897144;74,6376811594203;98,52558146619347;85,75383918822665;17,03887510339123
mlp-1camadas-retro;114;63919;1736;24;6,162162162162162;97,32494338303466;82,6086956521739;97,35587540933669;89,67966258656895;11,468812877263582
mlp-1camadas-full;99;65105;548;39;15,301391035548686;99,10778069948778;71,73913043478261;99,16530851598556;84,34472717505076;25,222929936305732
mlp-3camadas-retro;107;64442;1213;31;8,106060606060606;98,10922134573588;77,53623188405797;98,15246363567131;87,23744712247704;14,677640603566527
mlp-3camadas-full;91;65274;379;47;19,361702127659573;99,35249502211549;65,94202898550725;99,42272249554476;80,96997004210422;29,934210526315788
oc-svm-retro;108;33881;31774;30;0,33874913744432594;51,66051099661058;78,26086956521739;51,60459980199528;63,55014440635989;0,674578388507183
oc-svm-full;85;46387;19266;53;0,43925378533409126;70,63580124941102;61,594202898550726;70,65480633025147;65,96913275815679;0,8722869310893325
if-retro;39;1299;64356;99;0,0605637083624505;2,033650996306598;28,26086956521739;1,978524103267078;7,477620718789473;0,12086839291525266
if-full;19;2284;63369;119;0,029974127595128415;3,5004787888920976;13,768115942028986;3,478896623155073;6,92082741136724;0,059818027264427164
ensemble-retro;117;63424;2231;21;4,982964224872232;96,57714346511027;84,78260869565217;96,6019343538192;90,49952485821642;9,412711182622688
ensemble-full;103;64919;734;35;12,305854241338112;98,83114711738688;74,6376811594203;98,88200082250621;85,9088077544774;21,128205128205128
