;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;133;46945;8027;30;1,6299019607843137;85,38677790876939;81,59509202453988;85,39802081059449;83,47490261602003;3,1959629941127
pca-full;126;49421;5549;37;2,2202643171806167;89,86813705040538;77,30061349693251;89,90540294706203;83,3651174322739;4,316546762589928
mlp-1camadas-retro;137;49076;5896;26;2,270843693021714;89,25909132130226;84,04907975460122;89,2745397656989;86,6224157641805;4,422207876049064
mlp-1camadas-full;130;51262;3708;33;3,3871808233454925;93,21459017285473;79,75460122699387;93,25450245588503;86,24080041367213;6,4983754061484635
mlp-3camadas-retro;114;50203;4769;49;2,3346303501945527;91,26144917021855;69,93865030674847;91,3246743796842;79,91948739711988;4,5184304399524375
mlp-3camadas-full;106;52116;2854;57;3,581081081081081;94,72004062902435;65,03067484662577;94,80807713298162;78,52027277632665;6,788344540505924
oc-svm-retro;72;17636;37336;91;0,1924721984602224;32,1175296998277;44,171779141104295;32,08178709161027;37,64451638502665;0,3832743339277634
oc-svm-full;41;25893;29077;122;0,14080637406415275;47,03897847024468;25,153374233128833;47,103874840822265;34,421234604552815;0,28004508042758103
if-retro;133;807;54165;30;0,2449445651773546;1,704906139475832;81,59509202453988;1,4680200829513206;10,944552698136443;0,48842290813609746
if-full;116;1459;53511;47;0,21630894885039254;2,85672827526164;71,16564417177914;2,6541750045479353;13,743583009655403;0,431306934374419
ensemble-retro;144;46230;8742;19;1,6205266711681297;84,10991203409812;88,34355828220859;84,09735865531543;86,19431481104573;3,1826721184661286
ensemble-full;139;48620;6350;24;2,1420866081060255;88,43886601490941;85,2760736196319;88,44824449699836;86,84767705156675;4,1791942273000595
