;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;79;57039;4079;4;1,8999518999519;93,32854038332707;95,18072289156626;93,32602506626526;94,24881182489018;3,7255364300872436
pca-full;76;59517;1599;7;4,537313432835821;97,37577411395611;91,56626506024097;97,38366385234636;94,43017725728018;8,646188850967008
mlp-1camadas-retro;79;57243;3875;4;1,997976732422863;93,6618682701263;95,18072289156626;93,65980562191172;94,41720184890643;3,913797374287838
mlp-1camadas-full;76;59627;1489;7;4,856230031948882;97,55551561300021;91,56626506024097;97,56364945349827;94,51740044088949;9,223300970873787
mlp-3camadas-retro;75;58804;2314;8;3,1393888656341566;96,20594434731458;90,36144578313252;96,21388134428483;93,24175793428789;6,067961165048543
mlp-3camadas-full;69;60299;817;14;7,787810383747178;98,6421346754032;83,13253012048193;98,66319785326264;90,56556336334151;14,241486068111456
oc-svm-retro;12;30390;30728;71;0,03903708523096942;49,67565889446251;14,457831325301205;49,723485716155636;26,81219441579152;0,07786393277747138
oc-svm-full;1;40395;20721;82;0,004825789016504199;66,00761450350495;1,2048192771084338;66,0956214411938;8,923748026743684;0,009613073780341265
if-retro;65;998;60120;18;0,1080003323087148;1,7368997238607213;78,3132530120482;1,632906835956674;11,30832640974685;0,2157031924072476
if-full;52;1851;59265;31;0,08766458182308613;3,109527933462965;62,65060240963855;3,0286667975652857;13,774897435753777;0,1750841750841751
ensemble-retro;79;57177;3941;4;1,9651741293532339;93,55402689498537;95,18072289156626;93,55181779508492;94,36275560599253;3,8508408481598835
ensemble-full;76;59601;1515;7;4,776869893148963;97,5130312586807;91,56626506024097;97,5211074023169;94,49679131784728;9,080047789725208
