;TP;TN;FP;FN;TP_rate;TN_rate;FP_rate;FN_rate;Precision;ACC;Sensitivity;Especificity;MG;F1
128-0.01-1.0;56;694;64963;82;0,4057971014492754;0,0105700839209832;0,9894299160790168;0,5942028985507246;0,0861286700810532;1,1399042480431645;40,57971014492754;1,057008392098329;6,549281958513171;0,1718925057936983
128-0.01-0.8;58;526;65131;80;0,4202898550724637;0,0080113316173446;0,9919886683826552;0,5797101449275363;0,0889720658393287;0,887605441142944;42,028985507246375;0,8011331617344686;5,802655775066486;0,1775682336553033
128-0.01-0.5;51;570;65087;87;0,3695652173913043;0,0086814810302024;0,9913185189697976;0,6304347826086957;0,0782953114925235;0,94384071737974;36,95652173913044;0,8681481030202416;5,664250545487232;0,1562595747288437
128-0.05-1.0;17;3448;62209;121;0,1231884057971014;0,0525153448984875;0,9474846551015124;0,8768115942028986;0,0273197698711149;5,26635762595942;12,318840579710145;5,251534489848759;8,043184455133197;0,0545186325444166
128-0.05-0.8;15;3452;62205;123;0,108695652173913;0,0525762675723837;0,9474237324276162;0,8913043478260869;0,0241080038572806;5,269397370620868;10,869565217391305;5,257626757238375;7,559637354166143;0,0481093043394592
128-0.05-0.5;20;2917;62740;118;0,144927536231884;0,0444278599387727;0,9555721400612271;0,855072463768116;0,0318674314850223;4,463865035337031;14,492753623188406;4,442785993877271;8,024225994438064;0,0635950268688988
128-0.1-1.0;6;6469;59188;132;0,0434782608695652;0,0985271943585604;0,9014728056414396;0,9565217391304348;0,0101361624488968;9,84117334143932;4,3478260869565215;9,85271943585604;6,545067653636472;0,0202251735994067
128-0.1-0.8;5;6784;58873;133;0,036231884057971;0,1033248549278827;0,8966751450721172;0,9637681159420288;0,008492136281803;10,318413253286725;3,6231884057971016;10,332485492788278;6,1185408097468175;0,0169445574081604
128-0.1-0.5;11;5969;59688;127;0,0797101449275362;0,0909118601215407;0,9090881398784592;0,9202898550724636;0,0184257692758672;9,088836537730833;7,971014492753623;9,091186012154074;8,512694958660221;0,0367665491251232
128-0.15-1.0;3;9746;55911;135;0,0217391304347826;0,1484380949479872;0,8515619050520127;0,9782608695652174;0,0053653825517759;14,817235352230412;2,1739130434782608;14,843809494798728;5,680594253742244;0,0107043459644615
128-0.15-0.8;2;10500;55157;136;0,0144927536231884;0,1599220189774129;0,8400779810225871;0,9855072463768116;0,00362588154245;15,96169921726575;1,4492753623188406;15,992201897741293;4,814260503922182;0,0072336654791399
128-0.15-0.5;9;8963;56694;129;0,0652173913043478;0,1365124815328144;0,8634875184671855;0,9347826086956522;0,0158721760753399;13,636294551257697;6,521739130434782;13,651248153281449;9,435564596807716;0,0316672824193803
128-0.3-1.0;1;19403;46254;137;0,0072463768115942;0,295520660401785;0,704479339598215;0,9927536231884058;0,0021619284401686;29,49160270537275;0,7246376811594203;29,552066040178502;4,627584748961925;0,0043109951932403
128-0.3-0.8;0;21291;44366;138;0,0;0,3242761624807713;0,6757238375192287;1,0;0,0;32,35960179344935;0,0;32,42761624807713;0,0;0,0
128-0.3-0.5;3;19221;46436;135;0,0217391304347826;0,2927486787395099;0,7072513212604902;0,9782608695652174;0,0064600874265165;29,218025685842388;2,1739130434782608;29,27486787395099;7,977532019195207;0,012881894497284
128-0.4-1.0;1;26531;39126;137;0,0072463768115942;0,4040848652847373;0,5959151347152627;0,9927536231884058;0,0025557798962353;40,32525267877498;0,7246376811594203;40,40848652847374;5,411239412293165;0,0050935948045332
128-0.4-0.8;0;27862;37795;138;0,0;0,4243568850236837;0,5756431149763163;1,0;0,0;42,34668287863819;0,0;42,43568850236837;0,0;0,0
128-0.4-0.5;2;26488;39169;136;0,0144927536231884;0,4034299465403536;0,5965700534596463;0,9855072463768116;0,0051058180797018;40,26141804088456;1,4492753623188406;40,342994654035365;7,646444153608535;0,0101757867155104
256-0.01-1.0;61;630;65027;77;0,4420289855072464;0,0095953211386447;0,9904046788613552;0,5579710144927537;0,0937192723697148;1,0502317805304355;44,20289855072464;0,9595321138644776;6,512610896200837;0,187041977125686
256-0.01-0.8;48;634;65023;90;0,3478260869565217;0,0096562438125409;0,9903437561874592;0,6521739130434783;0,0737655791366353;1,0365529295539175;34,78260869565217;0,9656243812540932;5,79542362559825;0,1472189421705593
256-0.01-0.5;44;514;65143;94;0,3188405797101449;0,0078285635956562;0,9921714364043438;0,6811594202898551;0,0674981207909552;0,8480887605441143;31,88405797101449;0,7828563595656214;4,996062204513434;0,1347110600841944
256-0.05-1.0;18;3387;62270;120;0,1304347826086956;0,0515862741215712;0,9484137258784288;0,8695652173913043;0,0288980220909324;5,175165286115966;13,043478260869565;5,158627412157119;8,202831493234346;0,0576682792426232
