;TP;TN;FP;FN;TP_rate;TN_rate;FP_rate;FN_rate;Precision;ACC;Sensitivity;Especificity;MG;F1
128-0.01-1.0;40;599;65058;98;0,2898550724637681;0,0091231704159495;0,9908768295840504;0,7101449275362319;0,0614458201480844;0,971198419332776;28,98550724637681;0,9123170415949556;5,142370292009672;0,1226316757618492
128-0.01-0.8;43;645;65012;95;0,3115942028985507;0,0098237811657553;0,9901762188342448;0,6884057971014492;0,0660979171470294;1,0456721635382629;31,159420289855078;0,9823781165755364;5,532660537023159;0,1319160032518828
128-0.01-0.5;47;574;65083;91;0,3405797101449275;0,0087424037040985;0,9912575962959014;0,6594202898550725;0,0721633655765392;0,94384071737974;34,05797101449275;0,8742403704098572;5,456633870356185;0,1440215725930011
128-0.05-1.0;15;3109;62548;123;0,108695652173913;0,0473521482857882;0,9526478517142116;0,8913043478260869;0,0239758323609801;4,74808116118246;10,869565217391305;4,735214828578826;7,174240475311372;0,047846126856031
128-0.05-0.8;15;3173;62484;123;0,108695652173913;0,0483269110681267;0,9516730889318732;0,8913043478260869;0,0240003840061441;4,845352990348811;10,869565217391305;4,832691106812678;7,247706613888794;0,0478950141290291
128-0.05-0.5;14;3156;62501;124;0,1014492753623188;0,0480679897040681;0,951932010295932;0,8985507246376812;0,0223946252899304;4,817995288395775;10,144927536231885;4,806798970406812;6,983167421450752;0,0446905974175219
128-0.1-1.0;6;6183;59474;132;0,0434782608695652;0,0941712231749851;0,9058287768250148;0,9565217391304348;0,0100874243443174;9,406489854852191;4,3478260869565215;9,417122317498515;6,398750665253375;0,0201281492166795
128-0.1-0.8;8;6170;59487;130;0,0579710144927536;0,0939732244848226;0,9060267755151774;0,9420289855072465;0,0134465081099252;9,389771259214228;5,797101449275362;9,397322448482264;7,3808692974069405;0,0268307816142069
128-0.1-0.5;6;6010;59647;132;0,0434782608695652;0,0915363175289763;0,9084636824710236;0,9565217391304348;0,0100581697483781;9,143551941636902;4,3478260869565215;9,153631752897637;6,308597223285212;0,0200699101871519
128-0.15-1.0;3;9467;56190;135;0,0217391304347826;0,1441887384437302;0,8558112615562697;0,9782608695652174;0,0053387432598366;14,393190971958356;2,1739130434782608;14,41887384437303;5,598694305152771;0,0106513287532619
128-0.15-0.8;4;9554;56103;134;0,0289855072463768;0,1455138066009717;0,8544861933990283;0,9710144927536232;0,0071292352112927;14,526939737062088;2,898550724637681;14,551380660097172;6,494452629498763;0,0142234865321361
128-0.15-0.5;4;9452;56205;134;0,0289855072463768;0,1439602784166197;0,8560397215833803;0,9710144927536232;0,0071162981017274;14,371912759328216;2,898550724637681;14,39602784166197;6,459691705674005;0,0141977390100626
128-0.3-1.0;1;19870;45787;137;0,0072463768115942;0,3026333825791614;0,6973666174208386;0,9927536231884058;0,0021839783349349;30,20138308382096;0,7246376811594203;30,26333825791614;4,682943012610715;0,0043548316857553
128-0.3-0.8;1;20021;45636;137;0,0072463768115942;0,3049332135187413;0,6950667864812586;0,9927536231884058;0,0021912045051164;30,43088380576032;0,7246376811594203;30,493321351874133;4,7007031043527;0,0043691971600218
128-0.3-0.5;1;19934;45723;137;0,0072463768115942;0,3036081453614999;0,6963918546385001;0,9927536231884058;0,0021870352550083;30,29865491298731;0,7246376811594203;30,36081453614999;4,690478679579191;0,0043609088133967
128-0.4-1.0;0;27922;37735;138;0,0;0,425270725132126;0,574729274867874;1,0;0,0;42,43787521848165;0,0;42,5270725132126;0,0;0,0
128-0.4-0.8;0;27645;38012;138;0,0;0,4210518299648171;0,5789481700351828;1,0;0,0;42,01687058287104;0,0;42,10518299648172;0,0;0,0
128-0.4-0.5;0;27726;37931;138;0,0;0,4222855141112143;0,5777144858887857;1,0;0,0;42,1399802416597;0,0;42,22855141112144;0,0;0,0
256-0.01-1.0;41;658;64999;97;0,2971014492753623;0,0100217798559178;0,989978220144082;0,7028985507246377;0,0630381303813038;1,0623907591762292;29,71014492753623;1,0021779855917876;5,456633870356185;0,1258093221639203
256-0.01-0.8;42;659;64998;96;0,3043478260869565;0,0100370105243919;0,989962989475608;0,6956521739130435;0,0645756457564575;1,0654305038376777;30,43478260869565;1,0037010524391916;5,5269723479592185;0,1288778422166989
256-0.01-0.5;42;647;65010;96;0,3043478260869565;0,0098542425027034;0,9901457574972966;0,6956521739130435;0,0645637336284818;1,047192035868987;30,43478260869565;0,9854242502703444;5,476419709473958;0,1288541187298665
256-0.05-1.0;15;3262;62395;123;0,108695652173913;0,0496824405623162;0,9503175594376836;0,8913043478260869;0,0240346098381669;4,980621627783266;10,869565217391305;4,968244056231628;7,348649725298273;0,0479631642898254
256-0.05-0.8;16;3250;62407;122;0,1159420289855072;0,0494996725406278;0,9505003274593722;0,8840579710144928;0,0256315781042244;4,9639030321453;11,594202898550725;4,949967254062781;7,575679816675588;0,0511500775243362
256-0.05-0.5;15;3260;62397;123;0,108695652173913;0,0496519792253682;0,9503480207746318;0,8913043478260869;0,0240338396462218;4,977581883121818;10,869565217391305;4,96519792253682;7,346396574938613;0,0479616306954436
256-0.1-1.0;6;6423;59234;132;0,0434782608695652;0,0978265836087545;0,9021734163912454;0,9565217391304348;0,0101282916948008;9,771259214226005;4,3478260869565215;9,78265836087546;6,521755685488198;0,0202095052039475
256-0.1-0.8;5;6311;59346;133;0,036231884057971;0,0961207487396621;0,903879251260338;0,9637681159420288;0,008424457886135;9,599513640854168;3,6231884057971016;9,612074873966218;5,901386128614873;0,0168098303888113
256-0.1-0.5;9;6096;59561;129;0,0652173913043478;0,0928461550177437;0,9071538449822564;0,9347826086956522;0,0151082759778411;9,278820579071358;6,521739130434782;9,284615501774374;7,781506295632183;0,0301467140081731
256-0.15-1.0;3;9588;56069;135;0,0217391304347826;0,146031649329089;0,8539683506709109;0,9782608695652174;0,0053502639463546;14,577095523975986;2,1739130434782608;14,603164932908903;5,6343598326442565;0,0106742572495997
256-0.15-0.8;4;9749;55908;134;0,0289855072463768;0,1484837869534093;0,8515162130465906;0,9710144927536232;0,0071540992988982;14,823314841553309;2,898550724637681;14,84837869534094;6,56039471579837;0,0142729705619982
256-0.15-0.5;4;9638;56019;134;0,0289855072463768;0,146793182752791;0,8532068172472089;0,9710144927536232;0,0071399246737946;14,654609012842922;2,898550724637681;14,6793182752791;6,522940182463533;0,0142447605989921
256-0.3-1.0;1;20259;45398;137;0,0072463768115942;0,3085581126155627;0,6914418873844373;0,9927536231884058;0,0022026916892442;30,79261342047268;0,7246376811594203;30,85581126155627;4,728560407023142;0,0043920328524057
256-0.3-0.8;0;20046;45611;138;0,0;0,3053139802305923;0,6946860197694077;1,0;0,0;30,467360741697696;0,0;30,531398023059232;0,0;0,0
256-0.3-0.5;1;20128;45529;137;0,0072463768115942;0,3065628950454635;0,6934371049545365;0,9927536231884058;0,0021963540522732;30,593510145147807;0,7246376811594203;30,656289504546358;4,713247557632247;0,0043794341771043
256-0.4-1.0;0;28142;37515;138;0,0;0,4286214721964147;0,5713785278035853;1,0;0,0;42,772247131240974;0,0;42,86214721964147;0,0;0,0
256-0.4-0.8;0;27936;37721;138;0,0;0,4254839544907626;0,5745160455092374;1,0;0,0;42,45915343111179;0,0;42,54839544907626;0,0;0,0
256-0.4-0.5;0;27694;37963;138;0,0;0,421798132720045;0,5782018672799549;1,0;0,0;42,09134432707653;0,0;42,17981327200451;0,0;0,0
512-0.01-1.0;43;728;64929;95;0,3115942028985507;0,0110879266491006;0,9889120733508994;0,6884057971014492;0,0661823554762051;1,171821566988373;31,159420289855078;1,108792664910063;5,8778683772470695;0,1320841652587928
512-0.01-0.8;44;695;64962;94;0,3188405797101449;0,0105853145894573;0,9894146854105428;0,6811594202898551;0,0676860597483309;1,123185652405198;31,88405797101449;1,058531458945733;5,8094989802192325;0,1350853493798354
512-0.01-0.5;47;726;64931;91;0,3405797101449275;0,0110574653121525;0,9889425346878474;0,6594202898550725;0,0723321739665733;1,1748613116498214;34,05797101449275;1,105746531215255;6,136732298993094;0,1443577615332637
512-0.05-1.0;15;3406;62251;123;0,108695652173913;0,0518756568225779;0,948124343177422;0,8913043478260869;0,0240901936851572;5,1994832434075535;10,869565217391305;5,1875656822577945;7,509100046130835;0,0480738414204217
512-0.05-0.8;16;3358;62299;122;0,1159420289855072;0,051144584735824;0,948855415264176;0,8840579710144928;0,02567600096285;5,128049243863516;11,594202898550725;5,114458473582405;7,700523960025476;0,0512385313755944
512-0.05-0.5;15;3247;62410;123;0,108695652173913;0,0494539805352056;0,9505460194647944;0,8913043478260869;0,0240288346015218;4,957823542822403;10,869565217391305;4,945398053520569;7,331734219726043;0,0479516647219602
512-0.1-1.0;8;6544;59113;130;0,0579710144927536;0,0996694944941133;0,9003305055058867;0,9420289855072465;0,0135315708462306;9,958203510905085;5,797101449275362;9,966949449411334;7,601277333319494;0,0270001181255168
512-0.1-0.8;8;6403;59254;130;0,0579710144927536;0,0975219702392738;0,9024780297607262;0,9420289855072465;0,013499375653876;9,743901512272968;5,797101449275362;9,75219702392738;7,518941115677678;0,0269360269360269
512-0.1-0.5;9;6314;59343;129;0,0652173913043478;0,0961664407450843;0,9038335592549156;0,9347826086956522;0,0151637687019814;9,610152747169238;6,521739130434782;9,61664407450843;7,91942194634087;0,0302571860816944
512-0.15-1.0;4;9937;55720;134;0,0289855072463768;0,1513471526265287;0,8486528473734712;0,9710144927536232;0,007178235589692;15,109050839729464;2,898550724637681;15,134715262652875;6,623348087768562;0,0143210053345744
512-0.15-0.8;4;9773;55884;134;0,0289855072463768;0,1488493229967863;0,8511506770032137;0,9710144927536232;0,0071571714858288;14,85979177749069;2,898550724637681;14,884932299678631;6,568464912246721;0,01427908471067
512-0.15-0.5;4;9710;55947;134;0,0289855072463768;0,1478897908829218;0,8521102091170781;0,9710144927536232;0,0071491126163964;14,764039820655064;2,898550724637681;14,788979088292184;6,547259430709984;0,0142630462300985
512-0.3-1.0;1;20489;45168;137;0,0072463768115942;0,3120611663645917;0,6879388336354083;0,9927536231884058;0,0022139077686023;31,14218405653925;0,7246376811594203;31,20611663645917;4,755326276653809;0,0044143289116472
512-0.3-0.8;2;20089;45568;136;0,0144927536231884;0,305968898974976;0,694031101025024;0,9855072463768116;0,0043888523151195;30,535754996580287;1,4492753623188406;30,5968898974976;6,659077916050052;0,0087512032904524
