;TP;TN;FP;FN;TP_rate;TN_rate;FP_rate;FN_rate;Precision;ACC;Sensitivity;Especificity;MG;F1
128-0.01-1.0;42;581;65076;96;0,3043478260869565;0,0088490183834168;0,9911509816165832;0,6956521739130435;0,0644982954021929;0,9468804620411886;30,43478260869565;0,8849018383416848;5,189585251247379;0,1287237955130562
128-0.01-0.8;45;619;65038;93;0,3260869565217391;0,0094277837854303;0,9905722162145696;0,6739130434782609;0,0691424796029685;1,0091952276008815;32,608695652173914;0,9427783785430344;5,544616597507876;0,1379923644225019
128-0.01-0.5;43;639;65018;95;0,3115942028985507;0,0097323971549111;0,9902676028450887;0,6884057971014492;0,0660918215213415;1,0365529295539175;31,159420289855078;0,9732397154911128;5,506867107327592;0,1319038635561895
128-0.05-1.0;15;3129;62528;123;0,108695652173913;0,047656761655269;0,952343238344731;0,8913043478260869;0,0239834993524455;4,778478607796945;10,869565217391305;4,765676165526905;7,197279200236851;0,0478613934047
128-0.05-0.8;15;3197;62460;123;0,108695652173913;0,0486924471115037;0,9513075528884962;0,8913043478260869;0,0240096038415366;4,881829926286192;10,869565217391305;4,8692447111503725;7,275065150724539;0,0479133726222988
128-0.05-0.5;14;3147;62510;124;0,1014492753623188;0,0479309136878017;0,9520690863121982;0,8985507246376812;0,0223914017017465;4,804316437419256;10,144927536231885;4,793091368780176;6,973203324929898;0,0446841786090453
128-0.1-1.0;6;6254;59403;132;0,0434782608695652;0,0952526006366419;0,904747399363358;0,9565217391304348;0,0100994798767863;9,514400790333612;4,3478260869565215;9,525260063664197;6,435384540945811;0,0201521487228575
128-0.1-0.8;10;6203;59454;128;0,072463768115942;0,0944758365444659;0,905524163455534;0,927536231884058;0,0168168976187272;9,442966790789574;7,246376811594203;9,447583654446596;8,274101227274068;0,0335559209422502
128-0.1-0.5;9;6037;59620;129;0,0652173913043478;0,0919475455777754;0,9080524544222246;0,9347826086956522;0,0150933270723976;9,189148111558628;6,521739130434782;9,19475455777754;7,74375816991991;0,0301169541720347
128-0.15-1.0;4;9504;56153;134;0,0289855072463768;0,1447522731772697;0,8552477268227302;0,9710144927536232;0,0071228876186405;14,450946120525876;2,898550724637681;14,475227317726976;6,477436269936794;0,0142108535393907
128-0.15-0.8;4;9568;56089;134;0,0289855072463768;0,1457270359596082;0,8542729640403918;0,9710144927536232;0,0071310145650972;14,548217949692226;2,898550724637681;14,572703595960826;6,499209226359958;0,0142270277960555
128-0.15-0.5;4;9404;56253;134;0,0289855072463768;0,1432292063298658;0,8567707936701342;0,9710144927536232;0,0071102262829514;14,298958887453454;2,898550724637681;14,322920632986582;6,443268734087633;0,0141856547566273
128-0.3-1.0;2;19762;45895;136;0,0144927536231884;0,3009884703839651;0,6990115296160349;0,9855072463768116;0,0043575832843105;30,038756744433467;1,4492753623188406;30,098847038396517;6,604658768396098;0,0086890409471054
128-0.3-0.8;0;20122;45535;138;0,0;0,3064715110346193;0,6935284889653807;1,0;0,0;30,58287103883274;0,0;30,64715110346193;0,0;0,0
128-0.3-0.5;1;19789;45868;137;0,0072463768115942;0,3013996984327642;0,6986003015672357;0,9927536231884058;0,0021801216507881;30,078273425032297;0,7246376811594203;30,139969843276425;4,673388263074949;0,0043471645619144
128-0.4-1.0;0;27554;38103;138;0,0;0,4196658391336795;0,5803341608663204;1,0;0,0;41,878562200775136;0,0;41,96658391336796;0,0;0,0
128-0.4-0.8;0;27589;38068;138;0,0;0,420198912530271;0,579801087469729;1,0;0,0;41,93175773235048;0,0;42,0198912530271;0,0;0,0
128-0.4-0.5;0;27503;38154;138;0,0;0,4188890750415036;0,5811109249584965;1,0;0,0;41,8010487119082;0,0;41,88890750415036;0,0;0,0
256-0.01-1.0;45;677;64980;93;0,3260869565217391;0,0103111625569246;0,9896888374430752;0,6739130434782609;0,0692041522491349;1,0973478227828863;32,608695652173914;1,0311162556924622;5,798565009024616;0,1381151880668477
256-0.01-0.8;44;642;65015;94;0,3188405797101449;0,0097780891603332;0,9902219108396668;0,6811594202898551;0,0676309196268002;1,0426324188768143;31,88405797101449;0,9778089160333246;5,583593481207363;0,1349755356841572
256-0.01-0.5;45;638;65019;93;0,3260869565217391;0,009717166486437;0,9902828335135628;0,6739130434782609;0,0691626706012541;1,0380728018846417;32,608695652173914;0,971716648643709;5,6290685247004335;0,1380325756878623
256-0.05-1.0;15;3221;62436;123;0,108695652173913;0,0490579831548806;0,9509420168451194;0,8913043478260869;0,0240188307633184;4,918306862223573;10,869565217391305;4,905798315488067;7,302321188058352;0,0479317451948425
256-0.05-0.8;15;3256;62401;123;0,108695652173913;0,049591056551472;0,950408943448528;0,8913043478260869;0,0240322994104075;4,971502393798921;10,869565217391305;4,959105655147204;7,3418881998132175;0,047958563800876
256-0.05-0.5;15;3260;62397;123;0,108695652173913;0,0496519792253682;0,9503480207746318;0,8913043478260869;0,0240338396462218;4,977581883121818;10,869565217391305;4,96519792253682;7,346396574938613;0,0479616306954436
256-0.1-1.0;8;6469;59188;130;0,0579710144927536;0,0985271943585604;0,9014728056414396;0,9420289855072465;0,0135144266504493;9,844213086100767;5,797101449275362;9,85271943585604;7,557593143382658;0,0269659891461893
256-0.1-0.8;6;6357;59300;132;0,0434782608695652;0,0968213594894679;0,903178640510532;0,9565217391304348;0,010117020200317;9,670947640398207;4,3478260869565215;9,6821359489468;6,488161777906777;0,0201870668191911
256-0.1-0.5;9;6146;59511;129;0,0652173913043478;0,0936076884414457;0,9063923115585544;0,9347826086956522;0,0151209677419354;9,354814195607569;6,521739130434782;9,36076884414457;7,813353470937585;0,0301719802876395
256-0.15-1.0;3;9724;55933;135;0,0217391304347826;0,1481030202415584;0,8518969797584416;0,9782608695652174;0,0053632723112128;14,78379816095448;2,1739130434782608;14,81030202415584;5,674179125491622;0,0107001462353318
256-0.15-0.8;3;9857;55800;135;0,0217391304347826;0,1501286991486056;0,8498713008513944;0,9782608695652174;0,0053760550508037;14,9859411809408;2,1739130434782608;15,012869914860564;5,712851628386453;0,0107255858851289
256-0.15-0.5;4;9534;56123;134;0,0289855072463768;0,1452091932314909;0,854790806768509;0,9710144927536232;0,0071266948171111;14,496542290447602;2,898550724637681;14,520919323149093;6,487651441509408;0,014218430640718
256-0.3-1.0;1;20037;45620;137;0,0072463768115942;0,305176904214326;0,694823095785674;0,9927536231884058;0,0021919729948927;30,455201763051903;0,7246376811594203;30,5176904214326;4,702581038252076;0,0043707248847221
256-0.3-0.8;0;20060;45597;138;0,0;0,3055272095892288;0,6944727904107711;1,0;0,0;30,48863895432784;0,0;30,552720958922887;0,0;0,0
256-0.3-0.5;1;20041;45616;137;0,0072463768115942;0,3052378268882221;0,6947621731117779;0,9927536231884058;0,0021921652015695;30,4612812523748;0,7246376811594203;30,52378268882221;4,703050404561085;0,0043711069828434
256-0.4-1.0;0;27827;37830;138;0,0;0,4238238116270923;0,5761761883729077;1,0;0,0;42,29348734706284;0,0;42,38238116270923;0,0;0,0
256-0.4-0.8;0;28027;37630;138;0,0;0,4268699453219002;0,5731300546780999;1,0;0,0;42,597461813207694;0,0;42,68699453219002;0,0;0,0
256-0.4-0.5;0;27542;38115;138;0,0;0,4194830711119911;0,5805169288880089;1,0;0,0;41,86032373280644;0,0;41,94830711119912;0,0;0,0
512-0.01-1.0;45;711;64946;93;0,3260869565217391;0,0108290052850419;0,989170994714958;0,6739130434782609;0,069240356357034;1,1490234820275096;32,608695652173914;1,0829005285041962;5,942387883298398;0,1381872898401633
512-0.01-0.8;42;654;65003;96;0,3043478260869565;0,0099608571820217;0,9900391428179784;0,6956521739130435;0,0645706818356522;1,0578311421840565;30,43478260869565;0,9960857182021718;5,505965155457268;0,1288679563689919
512-0.01-0.5;44;728;64929;94;0,3188405797101449;0,0110879266491006;0,9889120733508994;0,6811594202898551;0,0677204377202838;1,1733414393190973;31,88405797101449;1,108792664910063;5,945822870371106;0,1351538142556557
512-0.05-1.0;14;3363;62294;124;0,1014492753623188;0,0512207380781942;0,9487792619218056;0,8985507246376812;0,0224690248443217;5,132608860855688;10,144927536231885;5,122073807819425;7,208541295959911;0,0448387406719405
512-0.05-0.8;15;3372;62285;123;0,108695652173913;0,0513578140944606;0,9486421859055394;0,8913043478260869;0,0240770465489566;5,147807584162931;10,869565217391305;5,135781409446061;7,471526682829942;0,0480476632819757
512-0.05-0.5;16;3213;62444;122;0,1159420289855072;0,0489361378070883;0,9510638621929116;0,8840579710144928;0,0256163944924751;4,907667755908504;11,594202898550725;4,893613780708836;7,5324332775459855;0,0511198440844755
512-0.1-1.0;7;6502;59155;131;0,0507246376811594;0,0990298064182036;0,9009701935817964;0,9492753623188406;0,011831919137284;9,892849000683942;5,072463768115942;9,902980641820369;7,087489717945796;0,0236087689713322
512-0.1-0.8;8;6577;59080;130;0,0579710144927536;0,1001721065537566;0,8998278934462434;0,9420289855072465;0,0135391280801516;10,008359297818982;5,797101449275362;10,017210655375663;7,620419044119219;0,0270151622598183
512-0.1-0.5;8;6362;59295;130;0,0579710144927536;0,0968975128318381;0,9031024871681618;0,9420289855072465;0,0134900426622599;9,681586746713275;5,797101449275362;9,68975128318382;7,494829631610228;0,0269174475530357
512-0.15-1.0;3;9982;55675;135;0,0217391304347826;0,1520325327078605;0,8479674672921395;0,9782608695652174;0,0053881245734401;15,175925222281329;2,1739130434782608;15,203253270786057;5,748960826850826;0,0107496058477855
512-0.15-0.8;5;9789;55868;133;0,036231884057971;0,1490930136923709;0,8509069863076291;0,9637681159420288;0,0089488661786551;14,885629607113003;3,6231884057971016;14,909301369237095;7,349776041455597;0,0178536358929496
512-0.15-0.5;4;9749;55908;134;0,0289855072463768;0,1484837869534093;0,8515162130465906;0,9710144927536232;0,0071540992988982;14,823314841553309;2,898550724637681;14,84837869534094;6,56039471579837;0,0142729705619982
512-0.3-1.0;1;20194;45463;137;0,0072463768115942;0,3075681191647501;0,6924318808352499;0,9927536231884058;0,002199542495161;30,69382171897561;0,7246376811594203;30,756811916475016;4,720968636520569;0,0043857725538353
512-0.3-0.8;2;20163;45494;136;0,0144927536231884;0,3070959684420549;0,6929040315579451;0,9855072463768116;0,004395990856339;30,64822554905388;1,4492753623188406;30,709596844205493;6,671331358361046;0,0087653942236052
512-0.3-0.5;1;20309;45348;137;0,0072463768115942;0,3093196460392646;0,6906803539607353;0,9927536231884058;0,0022051202893117;30,868607037008893;0,7246376811594203;30,931964603926467;4,73439194662784;0,0043968606415019
