;TP;TN;FP;FN;TP_rate;TN_rate;FP_rate;FN_rate;Precision;ACC;Sensitivity;Especificity;MG;F1
128-0.01-1.0;40;654;65003;98;0,2898550724637681;0,0099608571820217;0,9900391428179784;0,7101449275362319;0,0614977783927555;1,0547913975226082;28,98550724637681;0,9960857182021718;5,37327179686283;0,1227351528819748
128-0.01-0.8;49;587;65070;89;0,3550724637681159;0,008940402394261;0,9910595976057388;0,644927536231884;0,0752468557563844;0,9666388023406034;35,507246376811594;0,8940402394261084;5,634261890619432;0,1501754601038969
128-0.01-0.5;42;547;65110;96;0,3043478260869565;0,0083311756552995;0,9916688243447004;0,6956521739130435;0,0644646365422396;0,8952048027965651;30,43478260869565;0,8331175655299511;5,03544953250351;0,1286567621381528
128-0.05-1.0;14;3022;62635;124;0,1014492753623188;0,0460270801285468;0,9539729198714532;0,8985507246376812;0,0223467254066305;4,614332396078729;10,144927536231885;4,602708012854684;6,833311002789542;0,0445952187554748
128-0.05-0.8;16;3294;62363;122;0,1159420289855072;0,0501698219534855;0,9498301780465144;0,8840579710144928;0,0256496577373795;5,030777414697165;11,594202898550725;5,016982195348554;7,62678893842537;0,0511860773869507
128-0.05-0.5;14;3045;62612;124;0,1014492753623188;0,0463773855034497;0,9536226144965504;0,8985507246376812;0,0223549324561683;4,649289459685386;10,144927536231885;4,637738550344975;6,859265377956948;0,0446115607673188
128-0.1-1.0;6;6192;59465;132;0,0434782608695652;0,0943082991912515;0,9056917008087484;0,9565217391304348;0,0100889509172537;9,42016870582871;4,3478260869565215;9,43082991912515;6,403405995563798;0,020131188243386
128-0.1-0.8;8;6250;59407;130;0,0579710144927536;0,0951916779627457;0,9048083220372544;0,9420289855072465;0,0134646133131364;9,511361045672164;5,797101449275362;9,519167796274578;7,428565233453814;0,0268668245092606
128-0.1-0.5;11;6009;59648;127;0,0797101449275362;0,0915210868605023;0,9084789131394976;0,9202898550724636;0,0184381233342831;9,1496314309598;7,971014492753623;9,15210868605023;8,54117035164167;0,0367911433683964
128-0.15-1.0;3;9365;56292;135;0,0217391304347826;0,1426352102593782;0,8573647897406217;0,9782608695652174;0,0053290700772715;14,238163994224486;2,1739130434782608;14,263521025937829;5,568451706193803;0,0106320769762373
