;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;80;56808;4310;3;1,8223234624145785;92,95272953056323;96,3855421686747;92,94806767237148;94,65120123977398;3,577017661524704
pca-full;77;59410;1706;6;4,318564217610769;97,2025686694227;92,7710843373494;97,20858694940769;94,96391955999954;8,252947481243302
mlp-1camadas-retro;76;58246;2872;7;2,5780189959294435;95,29582849953432;91,56626506024097;95,30089335384011;93,41491776646534;5,014846585285384
mlp-1camadas-full;73;60049;1067;10;6,4035087719298245;98,24016732299548;87,95180722891567;98,2541396688265;92,9603633361853;11,937857726901063
mlp-3camadas-retro;62;59978;1140;21;5,158069883527454;98,10297217365729;74,6987951807229;98,13475571844629;85,61861957262856;9,649805447470817
mlp-3camadas-full;49;60753;363;34;11,893203883495145;99,35129658981356;59,036144578313255;99,4060475161987;76,60646051818988;19,797979797979796
oc-svm-retro;5;26667;34451;78;0,014511260738332947;43,58098723877061;6,024096385542169;43,631990575607844;16,212443268074345;0,02895277801905093
oc-svm-full;0;37161;23955;83;0,0;60,72158041798069;0,0;60,8040447673277;0,0;0,0
if-retro;57;957;60161;26;0,09465608289880102;1,6568356726197284;68,67469879518072;1,565823488988514;10,369785748640382;0,18905159118422582
if-full;43;1754;59362;40;0,07238447942092416;2,936322488929558;51,80722891566265;2,869952222004058;12,19361602406681;0,1445669714900484
ensemble-retro;79;57741;3377;4;2,2858796296296298;94,4755804643715;95,18072289156626;94,4746228606957;94,82701565898354;4,464538005086183
ensemble-full;76;59859;1257;7;5,701425356339085;97,9346067746205;91,56626506024097;97,94325544865502;94,70109866983823;10,73446327683616
