;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;139;87999;3724;25;3,598239710069894;95,91998868175041;84,7560975609756;95,93994963095408;90,17480651998223;6,903402036255277
pca-full;130;90347;1374;34;8,643617021276595;98,46764977961583;79,26829268292683;98,50197882709521;88,36336168069685;15,587529976019184
mlp-1camadas-retro;137;86270;5453;27;2,4508050089445437;94,03615310109156;83,53658536585365;94,0549262453256;88,63987463535648;4,761904761904762
mlp-1camadas-full;131;88485;3236;33;3,890703890703891;96,44229199542907;79,8780487804878;96,47190937735088;87,78375637434772;7,419994335882187
mlp-3camadas-retro;129;89603;2120;35;5,735882614495331;97,65472808993655;78,65853658536585;97,6886931304035;87,65871116195139;10,692084542063823
mlp-3camadas-full;121;90935;786;43;13,340683572216097;99,0977852750721;73,78048780487805;99,14305339017237;85,52673758300375;22,595704948646127
oc-svm-retro;68;59370;32353;96;0,20974060022824711;64,68597298856204;41,46341463414634;64,7274947395964;51,80562665017586;0,4173699555009974
oc-svm-full;47;69493;22228;117;0,21099887766554434;75,68155846982641;28,658536585365855;75,76563709510363;46,59755661623879;0,41891349881902046
if-retro;57;1774;89949;107;0,06332911139257383;1,9926649036316344;34,75609756097561;1,9340841446529224;8,198854628708393;0,1264278584895198
if-full;44;3105;88616;120;0,04962779156327544;3,4271099744245523;26,829268292682926;3,385266187677849;9,530173911915613;0,09907232279564082
ensemble-retro;136;86868;4855;28;2,724904828691645;94,68586415923906;82,92682926829268;94,70688922080612;88,6213407309148;5,27643064985451
ensemble-full;128;89348;2373;36;5,1179528188724515;97,37824454481145;78,04878048780488;97,41280622758147;87,19490082543577;9,606003752345217
