;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;10;37294;2243;51;0,44385264092321347;94,20677812010707;16,39344262295082;94,32683309305207;39,32354925633758;0,8643042350907519
pca-full;5;38654;881;56;0,5643340857787811;97,63359935347005;8,19672131147541;97,77159478942708;28,309124229962237;1,0559662090813096
mlp-1camadas-retro;11;37884;1653;50;0,6610576923076923;95,69927774130007;18,0327868852459;95,81910615372942;41,56784238813649;1,2753623188405796
mlp-1camadas-full;5;38904;631;56;0,7861635220125787;98,26497626022831;8,19672131147541;98,40394587074744;28,40052323905368;1,4347202295552366
mlp-3camadas-retro;11;38218;1319;50;0,8270676691729323;96,54275468458003;18,0327868852459;96,66388446265523;41,75067937189878;1,5815959741193384
mlp-3camadas-full;3;39063;472;58;0,631578947368421;98,6614809576725;4,918032786885246;98,80612115846718;22,043859539615507;1,1194029850746268
oc-svm-retro;28;24049;15488;33;0,18045888115493683;60,803575938178696;45,90163934426229;60,82656751903281;52,83974985565377;0,35950439750914814
oc-svm-full;17;33042;6493;44;0,261136712749616;83,49075664208506;27,868852459016395;83,57657771594789;48,261613248991885;0,5174250494597474
if-retro;59;1062;38475;2;0,15311153786266674;2,830951058134249;96,72131147540983;2,6860915092192124;16,118383712849283;0,30573908537375305
if-full;57;1892;37643;4;0,15119363395225463;4,922214365087383;93,44262295081967;4,785632983432402;21,146680553975372;0,3018987844601573
ensemble-retro;14;37418;2119;47;0,6563525550867323;94,53002676902874;22,950819672131146;94,64046336343172;46,60553838698847;1,276207839562443
ensemble-full;6;38720;815;55;0,730816077953715;97,80280836448127;9,836065573770492;97,93853547489566;31,03755559205849;1,3605442176870748
