;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;141;55999;6834;24;2,021505376344086;89,11394012508333;85,45454545454545;89,12354972705425;87,2697681400667;3,9495798319327733
pca-full;129;59592;3239;36;3,830166270783848;94,8012572226808;78,18181818181819;94,84490140217409;86,11124686646482;7,3025757146900645
mlp-1camadas-retro;123;59139;3694;42;3,2224259889965943;94,0696530048573;74,54545454545455;94,12092371842822;83,76327978791355;6,177800100452035
mlp-1camadas-full;110;61155;1676;55;6,159014557670773;97,2522064893009;66,66666666666667;97,33252693733985;80,5533061342363;11,276268580215275
mlp-3camadas-retro;108;60866;1967;57;5,204819277108434;96,7871995936379;65,45454545454545;96,86947941368389;79,62755643268935;9,642857142857144
mlp-3camadas-full;98;61958;873;67;10,092687950566427;98,50784176773128;59,39393939393939;98,61055848227785;76,53018707738096;17,253521126760564
oc-svm-retro;142;26479;36354;23;0,38908373520385797;42,256897044350616;86,06060606060606;42,14186812662136;60,22254321683178;0,7746651755271269
oc-svm-full;124;39311;23520;41;0,5244459482321097;62,599212648422125;75,15151515151516;62,566249144530566;68,57075484897815;1,0416229157041454
if-retro;55;1249;61584;110;0,08922922175895132;2,0699069811740056;33,333333333333336;1,9878089538936545;8,140042903027098;0,17798200763704616
if-full;50;2073;60758;115;0,08222602289172477;3,3700552416026412;30,303030303030305;3,299326765450176;9,998979895621135;0,16400701950043461
ensemble-retro;134;57220;5613;31;2,3316512963285194;91,04098542810883;81,21212121212122;91,06679611032419;85,99841675351458;4,533152909336942
ensemble-full;118;60252;2579;47;4,375231738969225;95,83148136389612;71,51515151515152;95,8953382884245;82,8128591904264;8,24598183088749
