;TP;TN;FP;FN;TP_rate;TN_rate;FP_rate;FN_rate;Precision;ACC;Sensitivity;Especificity;MG;F1
pca;135;54027;11630;3;0,9782608695652174;0,8228673256469227;0,1771326743530773;0,0217391304347826;1,1474713132171697;82,31932517668515;97,82608695652172;82,28673256469226;89,72061666775164;2,2683357136856257
mlp-1camadas;132;58059;7598;6;0,9565217391304348;0,8842773809342492;0,1157226190657507;0,0434782608695652;1,7076326002587323;88,44289079717304;95,65217391304348;88,42773809342492;91,96904578633696;3,3553634977122524
mlp-3camadas;132;57737;7920;6;0,9565217391304348;0,8793731056856086;0,1206268943143914;0,0434782608695652;1,639344262295082;87,95349190667984;95,65217391304348;87,93731056856086;91,71365723789069;3,2234432234432235
ensemble;132;57519;8138;6;0,9565217391304348;0,876052819958268;0,123947180041732;0,0434782608695652;1,596130592503023;87,62215973858196;95,65217391304348;87,6052819958268;91,54034995107918;3,139866793529971
oc-svm;125;23841;41816;13;0,9057971014492754;0,3631143670895715;0,6368856329104284;0,0942028985507246;0,2980377196537994;36,42526027813663;90,57971014492752;36,31143670895715;57,35049617957303;0,5941205827134675
if;58;624;65033;80;0,4202898550724637;0,0095039371278005;0,9904960628721996;0,5797101449275363;0,0891060208016469;1,0365529295539175;42,028985507246375;0,950393712780054;6,320133193265072;0,1778350120345245
