,ACC1,Num_VP,VP_rate,Num_VN,VN_rate,Num_FP,FP_rate,Num_FN,FN_rate,ACC2,Sensibilidade,Especificidade,MG,Precisão,F1
5 neurônios,89.1978163483686,105.0,64.41717791411043,49076.0,89.27129188343581,5898.0,10.728708116564194,58.0,35.58282208588957,89.1978163483686,64.41717791411043,89.27129188343581,75.83274155585941,1.7491254372813594,3.405773597145637
15 neurônios,88.26377931334676,109.0,66.87116564417178,48557.0,88.32720922617965,6417.0,11.672790773820351,54.0,33.12883435582822,88.26377931334676,66.87116564417178,88.32720922617965,76.85403983559536,1.6702421084891204,3.259082075048587
25 neurônios,85.93684821444765,114.0,69.93865030674847,47269.0,85.98428347946302,7705.0,14.015716520536982,49.0,30.061349693251532,85.93684821444765,69.93865030674847,85.98428347946302,77.5475643340685,1.4579869548535618,2.856426960661488
35 neurônios,82.92435206848396,133.0,81.59509202453988,45589.0,82.92829337505002,9385.0,17.071706624949975,30.0,18.404907975460123,82.92435206848396,81.59509202453988,82.92829337505002,82.25899178433473,1.3973523849548224,2.74765003615329
45 neurônios,80.45595516622232,143.0,87.73006134969326,44218.0,80.43438716484157,10756.0,19.56561283515844,20.0,12.269938650306749,80.45595516622232,87.73006134969326,80.43438716484157,84.00305780503786,1.3120469767868612,2.5854275899475683
55 neurônios,79.2317318678927,147.0,90.1840490797546,43539.0,79.19925783097464,11435.0,20.80074216902536,16.0,9.815950920245399,79.2317318678927,90.1840490797546,79.19925783097464,84.51337027541119,1.2692108444137455,2.503192848020434
65 neurônios,76.36976984601992,148.0,90.79754601226993,41960.0,76.32699094117218,13014.0,23.67300905882781,15.0,9.202453987730062,76.36976984601992,90.79754601226993,76.32699094117218,83.24844426149471,1.1244491718583802,2.221388367729831
75 neurônios,75.4738197580572,149.0,91.41104294478528,41465.0,75.42656528540765,13509.0,24.573434714592352,14.0,8.588957055214724,75.4738197580572,91.41104294478528,75.42656528540765,83.0350588515601,1.0909357153316737,2.156139208450908
85 neurônios,74.14259027513285,149.0,91.41104294478528,40731.0,74.09138865645578,14243.0,25.90861134354422,14.0,8.588957055214724,74.14259027513285,91.41104294478528,74.09138865645578,82.29684751139655,1.0352973874374654,2.0474063895568535
95 neurônios,74.9532981482489,148.0,90.79754601226993,41179.0,74.90631935096592,13795.0,25.093680649034088,15.0,9.202453987730062,74.9532981482489,90.79754601226993,74.90631935096592,82.47005503744444,1.0614645341748548,2.0983978448886997
105 neurônios,73.0852240782052,150.0,92.02453987730061,40147.0,73.0290682868265,14827.0,26.9709317131735,13.0,7.975460122699387,73.0852240782052,92.02453987730061,73.0290682868265,81.97845086828107,1.0015356880550177,1.9815059445178338
