,ACC1,Num_VP,VP_rate,Num_VN,VN_rate,Num_FP,FP_rate,Num_FN,FN_rate,ACC2,Sensibilidade,Especificidade,MG,Precisão,F1
5 neurônios,94.3030303030303,12.0,19.672131147540984,37332.0,94.41816940236222,2207.0,5.581830597637776,49.0,80.32786885245902,94.3030303030303,19.672131147540984,94.41816940236222,43.09764043650198,0.540784136998648,1.0526315789473684
15 neurônios,93.36868686868686,13.0,21.311475409836067,36961.0,93.47985533270948,2578.0,6.520144667290523,48.0,78.68852459016394,93.36868686868686,21.311475409836067,93.47985533270948,44.63399644036002,0.5017367811655732,0.9803921568627452
25 neurônios,92.02272727272727,15.0,24.59016393442623,36426.0,92.12676091959837,3113.0,7.873239080401628,46.0,75.40983606557377,92.02272727272727,24.59016393442623,92.12676091959837,47.5963460126995,0.479539641943734,0.9407337723424269
35 neurônios,90.85858585858585,15.0,24.59016393442623,35965.0,90.96082349073068,3574.0,9.039176509269328,46.0,75.40983606557377,90.85858585858585,24.59016393442623,90.96082349073068,47.29420219485128,0.4179437169127891,0.821917808219178
45 neurônios,89.58585858585859,16.0,26.229508196721312,35460.0,89.68360353069122,4079.0,10.316396469308783,45.0,73.77049180327869,89.58585858585859,26.229508196721312,89.68360353069122,48.50110116193002,0.3907203907203907,0.769971126082772
55 neurônios,88.78282828282828,16.0,26.229508196721312,35142.0,88.87933432813172,4397.0,11.120665671868283,45.0,73.77049180327869,88.78282828282828,26.229508196721312,88.87933432813172,48.2831360650783,0.3625651484251076,0.7152436298614215
65 neurônios,86.83080808080808,17.0,27.868852459016395,34368.0,86.92177343888312,5171.0,13.078226561116871,44.0,72.1311475409836,86.83080808080808,27.868852459016395,86.92177343888312,49.21798532492247,0.3276792598303778,0.647742427128977
75 neurônios,85.14646464646465,18.0,29.508196721311474,33700.0,85.23230228382104,5839.0,14.767697716178963,43.0,70.49180327868852,85.14646464646465,29.508196721311474,85.23230228382104,50.15028955849883,0.30732456889192417,0.6083136194660358
85 neurônios,84.21212121212122,18.0,29.508196721311474,33330.0,84.296517362604,6209.0,15.70348263739599,43.0,70.49180327868852,84.21212121212122,29.508196721311474,84.296517362604,49.874223976490775,0.2890637546169905,0.5725190839694657
95 neurônios,84.1590909090909,19.0,31.147540983606557,33308.0,84.24087609701813,6231.0,15.759123902981866,42.0,68.85245901639344,84.1590909090909,31.147540983606557,84.24087609701813,51.22398013359363,0.304,0.6021232768182538
105 neurônios,79.70959595959596,23.0,37.704918032786885,31542.0,79.77439995953362,7997.0,20.225600040466375,38.0,62.295081967213115,79.70959595959596,37.704918032786885,79.77439995953362,54.84420855103092,0.286783042394015,0.569236480633585
