,ACC1,Num_VP,VP_rate,Num_VN,VN_rate,Num_FP,FP_rate,Num_FN,FN_rate,ACC2,Sensibilidade,Especificidade,MG,Precisão,F1
5 neurônios,91.56699931439019,136.0,82.92682926829268,84004.0,91.58244753338785,7721.0,8.417552466612156,28.0,17.073170731707318,91.56699931439019,82.92682926829268,91.58244753338785,87.14724316106405,1.7309405625556828,3.3910983667871837
15 neurônios,89.45902121037338,139.0,84.7560975609756,82064.0,89.46742981738893,9661.0,10.532570182611066,25.0,15.24390243902439,89.45902121037338,84.7560975609756,89.46742981738893,87.07990704021424,1.4183673469387754,2.7900441589723
25 neurônios,89.06071455778167,139.0,84.7560975609756,81698.0,89.0684110111747,10027.0,10.931588988825293,25.0,15.24390243902439,89.06071455778167,84.7560975609756,89.0684110111747,86.88550473619979,1.3673027739523904,2.691190706679574
35 neurônios,88.34680973783587,142.0,86.58536585365853,81039.0,88.34995911692559,10686.0,11.650040883074407,22.0,13.414634146341463,88.34680973783587,86.58536585365853,88.34995911692559,87.46321245697973,1.3114148503878833,2.583697234352256
45 neurônios,89.70279358791585,143.0,87.1951219512195,82284.0,89.70727718724449,9441.0,10.29272281275552,21.0,12.804878048780488,89.70279358791585,87.1951219512195,89.70727718724449,88.44228046728348,1.4920701168614356,2.933935166187936
55 neurônios,90.1968679602564,140.0,85.36585365853658,82741.0,90.2055055873535,8984.0,9.794494412646499,24.0,14.634146341463415,90.1968679602564,85.36585365853658,90.2055055873535,87.75232184486244,1.5344147303814117,3.0146425495262705
65 neurônios,90.68005963717093,136.0,82.92682926829268,83189.0,90.6939220496048,8536.0,9.306077950395203,28.0,17.073170731707318,90.68005963717093,82.92682926829268,90.6939220496048,86.72346504539254,1.5682656826568266,3.0783159800814848
75 neurônios,91.09251379381645,135.0,82.3170731707317,83569.0,91.10820387026438,8156.0,8.891796129735623,29.0,17.682926829268293,91.09251379381645,82.3170731707317,91.10820387026438,86.60115867840622,1.62827161982873,3.19337670017741
85 neurônios,88.98018261162925,144.0,87.8048780487805,81619.0,88.98228400109022,10106.0,11.017715998909784,20.0,12.195121951219512,88.98018261162925,87.8048780487805,88.98228400109022,88.39162061653626,1.4048780487804877,2.76550797004033
95 neurônios,89.91609441826552,142.0,86.58536585365853,82481.0,89.92204960479695,9244.0,10.077950395203052,22.0,13.414634146341463,89.91609441826552,86.58536585365853,89.92204960479695,88.23793721150882,1.5128915405923715,2.9738219895287954
105 neurônios,89.84426862845389,141.0,85.97560975609755,82416.0,89.85118560915781,9309.0,10.148814390842192,23.0,14.024390243902438,89.84426862845389,85.97560975609755,89.85118560915781,87.89203871828005,1.492063492063492,2.933222384023299
