;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;144;89119;2604;20;5,240174672489083;97,14431856519421;87,8048780487805;97,16101741111825;92,36455643199223;9,89010989010989
pca-full;139;90649;1072;25;11,47811725846408;98,80611634107852;84,7560975609756;98,8312382115328;91,52349462257598;20,21818181818182
mlp-1camadas-retro;132;89294;2429;32;5,154236626317845;97,32171036163984;80,48780487804878;97,35180925176891;88,5191133461096;9,688073394495413
mlp-1camadas-full;124;90792;929;40;11,775878442545109;98,94542090656799;75,60975609756098;98,98714580085259;86,51239189154448;20,37797863599014
mlp-3camadas-retro;134;89049;2674;30;4,772079772079772;97,05725510681599;81,70731707317073;97,084700674858;89,06475408933937;9,017496635262448
mlp-3camadas-full;123;90614;1107;41;10,0;98,75061217826631;75,0;98,79307901134963;86,07834179310858;17,647058823529413
oc-svm-retro;108;54216;37507;56;0,28711950019938853;59,12044141173398;65,85365853658537;59,108402472662256;62,38993951814474;0,5717462082109107
oc-svm-full;97;70888;20833;67;0,4634495938843765;77,25417641617238;59,146341463414636;77,28655378811831;67,61077503536406;0,9196928036408458
if-retro;52;1889;89834;112;0,05785105578176802;2,1123771589016944;31,70731707317073;2,059461639937638;8,080841739418911;0,11549139367018324
if-full;43;3214;88507;121;0,048560135516657256;3,544648201556293;26,21951219512195;3,504104839676846;9,585192725078246;0,09694073088802219
ensemble-retro;141;88697;3026;23;4,452162930217872;96,68179394255988;85,97560975609755;96,70093651537782;91,18071057463463;8,465926148303813
ensemble-full;136;90550;1171;28;10,405508798775822;98,6951080154541;82,92682926829268;98,72330218815756;90,48099482962932;18,490822569680486
