;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;26;38504;1033;35;2,4551463644948064;97,30289408555987;42,622950819672134;97,38725750562764;64,42772917870933;4,642857142857142
pca-full;16;39200;335;45;4,5584045584045585;99,04030710172745;26,229508196721312;99,15264955103073;50,99730614577006;7,766990291262136
mlp-1camadas-retro;30;38440;1097;31;2,6619343389529724;97,15137128137785;49,18032786885246;97,22538381768976;69,14894253225428;5,05050505050505
mlp-1camadas-full;19;39160;375;42;4,822335025380711;98,94686331952722;31,147540983606557;99,05147337801948;55,54466514912549;8,35164835164835
mlp-3camadas-retro;26;38534;1003;35;2,5267249757045676;97,37865548765089;42,622950819672134;97,46313579684852;64,45282339665269;4,770642201834862
mlp-3camadas-full;15;39181;354;46;4,065040650406504;98,98979694918678;24,59016393442623;99,10459086885038;49,365961310596106;6,976744186046512
oc-svm-retro;27;23897;15640;34;0,17233675879236612;60,41719278751452;44,26229508196721;60,44211751018034;51,72336841906702;0,34333672431332657
oc-svm-full;15;32385;7150;46;0,209351011863224;81,8264471158703;24,59016393442623;81,91475907423802;44,8809241692341;0,4151674508718517
if-retro;45;1018;38519;16;0,11668914013069184;2,684479014091621;73,77049180327869;2,574803348761919;13,782035747120077;0,2330097087378641
if-full;38;1840;37695;23;0,10070760342405852;4,742903323568037;62,295081967213115;4,654103958517769;17,027266004259037;0,20109012012488756
ensemble-retro;31;38276;1261;30;2,3993808049535605;96,73973433001667;50,81967213114754;96,81058249234894;70,1418709551334;4,5824094604582415
ensemble-full;20;39094;441;41;4,3383947939262475;98,78270532377007;32,78688524590164;98,8845326925509;56,93958048655852;7,662835249042145
