;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;80;56021;5097;3;1,5452965037666602;91,66680283001912;96,3855421686747;91,66039464642168;93,99328078852254;3,041825095057034
pca-full;77;59026;2090;6;3,553299492385787;96,57510743639602;92,7710843373494;96,58027357811375;94,65651961402061;6,844444444444444
mlp-1camadas-retro;76;57475;3643;7;2,043560096800215;94,03604516266074;91,56626506024097;94,03939919499983;92,79459333816365;3,9978958442924775
mlp-1camadas-full;73;59733;1383;10;5,013736263736264;97,7238190166506;87,95180722891567;97,73709012369919;92,71544482811237;9,48667966211826
mlp-3camadas-retro;80;55568;5550;3;1,4209591474245116;90,92661884609728;96,3855421686747;90,91920547138322;93,6124826767478;2,800630141781901
mlp-3camadas-full;77;58724;2392;6;3,1186715269339813;96,08163532083857;92,7710843373494;96,08613129131487;94,41405927972909;6,03448275862069
oc-svm-retro;20;23856;37262;63;0,05364519070865297;39,012434437345796;24,096385542168676;39,03269086030302;30,668334935534812;0,10705205406128732
oc-svm-full;9;33482;27634;74;0,03255797127663423;54,72475040441837;10,843373493975903;54,78434452516526;24,373081653927574;0,06492101276779917
if-retro;34;1004;60114;49;0,05652723282569661;1,6960507181255209;40,963855421686745;1,642723911122746;8,203188696658145;0,11289867344058709
if-full;17;1766;59350;66;0,02863543719574848;2,9134462981421265;20,481927710843372;2,889587014856993;7,693134104673636;0,05719091673675357
ensemble-retro;80;55283;5835;3;1,3524936601859678;90,46094018071601;96,3855421686747;90,4528944009948;93,37211182984866;2,66755585195065
ensemble-full;77;58593;2523;6;2,9615384615384617;95,86757953561333;92,7710843373494;95,87178480267033;94,3086922478556;5,739843458814759
