;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;132;61737;3918;6;3,259259259259259;94,03583967899321;95,65217391304348;94,0324423120859;94,83885029619385;6,303724928366763
pca-full;126;64127;1526;12;7,627118644067797;97,66229423477375;91,30434782608695;97,67565838575541;94,43628692083917;14,078212290502794
mlp-1camadas-retro;128;63631;2024;10;5,947955390334572;96,9084857051662;92,7536231884058;96,91721879521742;94,8125687480298;11,179039301310043
mlp-1camadas-full;119;64908;745;19;13,773148148148149;98,83874694107097;86,23188405797102;98,86524606644022;92,33274844909604;23,75249500998004
mlp-3camadas-retro;130;64230;1425;8;8,360128617363344;97,82195674311856;94,20289855072464;97,82956362805575;95,99910654644343;15,35735380980508
mlp-3camadas-full;123;65151;502;15;19,68;99,21417823106503;89,1304347826087;99,23537385953422;94,04728607416064;32,241153342070774
oc-svm-retro;117;36627;29028;21;0,4014410705095214;55,847886553280745;84,78260869565217;55,78706876856294;68,77334673899846;0,7990984530273538
oc-svm-full;107;50592;15061;31;0,7054324894514767;77,06069219194114;77,53623188405797;77,05969262638418;77,29759502334826;1,3981445184894812
if-retro;30;1035;64620;108;0,04640371229698376;1,6187132369704984;21,73913043478261;1,5764222069910898;5,854062519145757;0,09260974254491573
if-full;12;1797;63856;126;0,018788751800588713;2,7496162089039533;8,695652173913043;2,7371178773247222;4,878629420258827;0,03749648470455895
ensemble-retro;131;62649;3006;7;4,1759642970991395;95,42048546197924;94,92753623188406;95,42152159013023;95,17420841829258;8,0
ensemble-full;124;64546;1107;14;10,073111291632818;98,2961195300269;89,85507246376811;98,31386227590514;93,98935694531788;18,115412710007305
