;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min-1;82;53304;7816;1;1,0382375284882248;87,22775027367939;98,79518072289157;87,21204188481676;92,82310832558271;2,0548803408094223;4,981773997569865
pca-min-2;79;57250;3869;4;2,0010131712259374;93,67177543217542;95,18072289156626;93,66972627169947;94,42220215391872;3,919622922351774;9,228971962616823
pca-min-3;76;58856;2262;7;3,2506415739948675;96,29254423947322;91,56626506024097;96,29896266239078;93,90280262149113;6,278397356464271;14,232209737827716
pca-min-4;73;59604;1513;10;4,602774274905422;97,51143790849673;87,95180722891567;97,52442037403668;92,61451841287634;8,747753145596166;19,03023983315954
pca-min-5;70;60039;1077;13;6,102877070619006;98,21892514583571;84,33734939759036;98,23777734144905;91,0226002248259;11,382113821138214;23,664638269100745
pca-min-6;67;60301;814;16;7,604994324631101;98,6437465276643;80,72289156626506;98,66808475824266;89,2455775206294;13,900414937759335;27,617477328936527
pca-min-7;64;60471;643;19;9,052333804809052;98,91824762651764;77,10843373493977;98,9478679189711;87,34824048968333;16,20253164556962;30,798845043310877
pca-min-8;61;60585;528;22;10,356536502546689;99,10124844761096;73,49397590361446;99,13602670462913;85,35748800081979;18,154761904761905;33,11617806731813
pca-min-9;58;60658;454;25;11,328125;99,21725631179018;69,87951807228916;99,25710171488414;83,28288199317007;19,49579831932773;34,360189573459714
pca-min-10;55;60718;393;28;12,276785714285714;99,31202405464587;66,26506024096386;99,35690792165077;81,14118244630212;20,715630885122412;35,256410256410255
pca-median-1-0.25;79;58859;2259;4;3,378956372968349;96,30234800084966;95,18072289156626;96,30387119997383;95,7406500817171;6,5262288310615455;14,794007490636705
pca-median-1-0.5;82;54844;6274;1;1,290119572057898;89,7468995604647;98,79518072289157;89,73461173467719;94,1559726380963;2,5469793446187294;6,1303827751196165
pca-median-1-0.75;82;54844;6274;1;1,290119572057898;89,7468995604647;98,79518072289157;89,73461173467719;94,1559726380963;2,5469793446187294;6,1303827751196165
pca-median-2-0.25;79;58489;2627;4;2,919438285291944;95,70091014559061;95,18072289156626;95,70161659794489;95,4408143808712;5,665112943707422;13,001974983541805
pca-median-2-0.5;82;55851;5265;1;1,5335702262951187;91,39528423667053;98,79518072289157;91,3852346357746;95,01800235347616;3,0202578268876614;7,219580912132418
pca-median-2-0.75;83;50889;10227;0;0,8050436469447139;83,28894262978153;100,0;83,2662477910858;91,25034125475138;1,5972289040700474;3,8996429242623565
pca-median-3-0.25;76;59707;1407;7;5,124747134187458;97,68942922038661;91,56626506024097;97,69774519749976;94,58233256027336;9,706257982120052;20,9366391184573
pca-median-3-0.5;82;56335;4779;1;1,6868957004731537;92,18915959932677;98,79518072289157;92,18018784566547;95,4303846648572;3,31715210355987;7,895243597150009
pca-median-3-0.75;83;53224;7890;0;1,0410134202934904;87,10721113780087;100,0;87,08970121412442;93,32186304083541;2,0605759682224427;4,996989765201684
pca-median-4-0.25;76;59520;1592;7;4,556354916067146;97,38704142495303;91,56626506024097;97,39494698258935;94,43564756454997;8,680753854940033;19,0
pca-median-4-0.5;82;56734;4378;1;1,8385650224215246;92,84418661655364;98,79518072289157;92,8361042021207;95,76930454095252;3,609949372661237;8,555926544240402
pca-median-4-0.75;83;50800;10312;0;0,7984607984607984;83,14895007762073;100,0;83,1260636208928;91,17349594092178;1,5842718075968696;3,8687424256548892
pca-median-5-0.25;73;60077;1033;10;6,600361663652803;98,29555668131975;87,95180722891567;98,30960562919326;92,98659840562794;12,279226240538268;25,38247566063978
pca-median-5-0.5;82;57039;4071;1;1,9744762822056345;93,34564410962038;98,79518072289157;93,33824251350025;96,02795706188036;3,8715769593956564;9,141583054626532
pca-median-5-0.75;83;52462;8648;0;0,9506356660176383;85,86766460216037;100,0;85,8484699721813;92,65444941943225;1,8833673700930338;4,579057707160984
