;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min-1;14;35834;3705;47;0,3764452809895133;90,52525252525253;22,950819672131146;90,62950504565113;45,60725191542721;0,7407407407407407;1,7663386323492305
pca-min-2;8;37883;1655;53;0,4810583283223091;95,68675976666077;13,114754098360656;95,81415347260862;35,44825894082601;0,9280742459396752;2,097535395909806
pca-min-3;6;38549;988;55;0,6036217303822937;97,3660285873024;9,836065573770492;97,50107494245896;30,968160530569737;1,1374407582938388;2,4232633279483036
pca-min-4;5;38874;662;56;0,7496251874062968;98,18673131802915;8,19672131147541;98,32557668959936;28,389211857935557;1,3736263736263734;2,74423710208562
pca-min-5;4;39060;475;57;0,8350730688935282;98,65642994241843;6,557377049180328;98,79853294549133;25,453079036325867;1,4814814814814814;2,7662517289073305
pca-min-6;3;39182;352;58;0,8450704225352113;98,96451572168203;4,918032786885246;99,10962715637173;22,077690002602367;1,4423076923076923;2,5041736227045077
pca-min-7;2;39263;270;59;0,7352941176470589;99,16906602010405;3,278688524590164;99,31702628184048;18,045209734627363;1,2012012012012012;1,937984496124031
pca-min-8;1;39321;211;60;0,4716981132075472;99,31553557447023;1,639344262295082;99,46625518567237;12,769472766352196;0,7326007326007326;1,0964912280701755
pca-min-9;0;39361;170;61;0,0;99,41654879773692;0,0;99,56995775467355;0,0;0,0;0,0
pca-min-10;0;39391;139;61;0,0;99,49483468465056;0,0;99,64836832785227;0,0;0,0;0,0
pca-median-1-0.25;6;38549;988;55;0,6036217303822937;97,3660285873024;9,836065573770492;97,50107494245896;30,968160530569737;1,1374407582938388;2,4232633279483036
pca-median-1-0.5;11;36817;2720;50;0,4027828634199927;93,00469720692965;18,0327868852459;93,12036826264006;40,97828395084163;0,7879656160458453;1,8487394957983192
pca-median-1-0.75;11;36817;2720;50;0,4027828634199927;93,00469720692965;18,0327868852459;93,12036826264006;40,97828395084163;0,7879656160458453;1,8487394957983192
pca-median-2-0.25;6;38429;1106;55;0,539568345323741;97,06788564501464;9,836065573770492;97,20247881623878;30,920704318782292;1,0230179028132993;2,212389380530974
pca-median-2-0.5;10;37284;2251;51;0,44228217602830605;94,18628144256995;16,39344262295082;94,30631086379158;39,3192713071813;0,8613264427217915;1,996007984031936
pca-median-2-0.75;16;34968;4567;45;0,3491162993672267;88,35235882412366;26,229508196721312;88,44821044643986;48,16589105259266;0,6890611541774333;1,657344106070023
pca-median-3-0.25;4;38947;586;57;0,6779661016949152;98,37601656816689;6,557377049180328;98,51769407836491;25,41687758336257;1,228878648233487;2,398081534772182
pca-median-3-0.5;9;37594;1939;52;0,4620123203285421;94,97146032227106;14,754098360655737;95,09523689069891;37,45723533197865;0,895968143354903;2,052919708029197
pca-median-3-0.75;12;36098;3435;49;0,34812880765883375;91,20068697277365;19,672131147540984;91,31105658563732;42,38257991643729;0,6841505131128848;1,6255757247358438
pca-median-4-0.25;6;38883;648;55;0,9174311926605505;98,22438876540716;9,836065573770492;98,36078014722622;31,104390098751974;1,6783216783216783;3,3407572383073494
pca-median-4-0.5;9;37781;1750;52;0,511654349061967;95,44857546979188;14,754098360655737;95,57309453340416;37,55122950554475;0,989010989010989;2,246630054917623
pca-median-4-0.75;15;34982;4549;46;0,32865907099035935;88,39412002424733;24,59016393442623;88,49257544711745;46,648118260270685;0,6486486486486488;1,5599001663893513
pca-median-5-0.25;2;39133;396;59;0,5025125628140703;98,85071987875726;3,278688524590164;98,99820385033773;18,016222548557177;0,8714596949891067;1,557632398753894
pca-median-5-0.5;9;37904;1625;52;0,5507955936352509;95,7640818388482;14,754098360655737;95,88909408282527;37,61325731457163;1,0619469026548674;2,3961661341853038
pca-median-5-0.75;11;35944;3585;50;0,30589543937708563;90,81838848193988;18,0327868852459;90,93070909964835;40,49363034500919;0,6015859994531036;1,4322916666666665
