;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;118;60135;2698;47;4,190340909090909;95,64271881647036;71,51515151515152;95,706078016329;82,73109856794288;7,916806440791682
pca-full;111;61634;1197;54;8,486238532110091;98,0141596291828;67,27272727272727;98,09488946539129;81,23491088105898;15,071283095723013
mlp-1camadas-retro;122;61358;1475;43;7,639323731997496;97,59039969522841;73,93939393939394;97,65250744035778;84,97274396418072;13,847900113507379
mlp-1camadas-full;118;62169;662;47;15,128205128205128;98,87453171629944;71,51515151515152;98,94637997167004;84,11994624076823;24,97354497354497
mlp-3camadas-retro;123;61198;1635;42;6,996587030716723;97,33801073049938;74,54545454545455;97,39786417965082;85,20896699895215;12,792511700468019
mlp-3camadas-full;120;62127;704;45;14,563106796116505;98,81103562130929;72,72727272727273;98,87953398799955;84,80117237096948;24,266936299292215
oc-svm-retro;143;35211;27622;22;0,5150369169818116;56,119241880694624;86,66666666666667;56,03902407970334;69,6901386154523;1,0239885427855353
oc-svm-full;127;48202;14629;38;0,8606668473841149;76,71756936948378;76,96969696969697;76,71690725915552;76,84319816476632;1,7022987735406476
if-retro;70;1002;61831;95;0,11308379509216329;1,7016413219467286;42,42424242424242;1,5947034201772954;8,225210300799008;0,2255663326136693
if-full;48;1791;61040;117;0,0785751702462022;2,919232967172519;29,09090909090909;2,8505037322340883;9,106247577225151;0,1567270174522064
ensemble-retro;123;60443;2390;42;4,894548348587346;96,1395599860313;74,54545454545455;96,19626629318988;84,68172409913149;9,185959671396565
ensemble-full;120;61813;1018;45;10,54481546572935;98,31259127563655;72,72727272727273;98,37978068151072;84,58660142406424;18,419033000767463
