;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;139;89699;2024;25;6,426259824318077;97,7700871722877;84,7560975609756;97,79335608298899;91,04165655887992;11,946712505371723
pca-full;131;90969;752;33;14,835787089467724;99,1456712194591;79,8780487804878;99,18012232749315;89,00738536396992;25,023877745940784
mlp-1camadas-retro;137;89986;1737;27;7,310565635005336;98,08025074276013;83,53658536585365;98,10625470165607;90,52878835381082;13,444553483807654
mlp-1camadas-full;131;91066;655;33;16,666666666666668;99,2512379604941;79,8780487804878;99,28587782514364;89,05482688844202;27,57894736842105
mlp-3camadas-retro;138;89688;2035;26;6,350667280257708;97,75702765353097;84,14634146341463;97,78136345300524;90,70801506964438;11,810012836970474
mlp-3camadas-full;132;90941;780;32;14,473684210526315;99,11628666267617;80,48780487804878;99,14959496734663;89,33271099361848;24,53531598513011
oc-svm-retro;68;42616;49107;96;0,13828164717844432;46,45270821770218;41,46341463414634;46,46162903524743;43,89143184342881;0,2756440138632725
oc-svm-full;51;58229;33492;113;0,15204364546999374;63,42710997442455;31,097560975609756;63,48491621329902;44,43226364900333;0,3026077669326846
if-retro;49;2257;89466;115;0,05473942914595319;2,509604187752348;29,878048780487806;2,4606696248487294;8,574380857175344;0,10927864940510042
if-full;37;3856;87865;127;0,04209233009487839;4,2368177613321;22,5609756097561;4,204053597322314;9,738970719295551;0,084027888174778
ensemble-retro;142;89525;2198;22;6,068376068376068;97,58398903000425;86,58536585365853;97,60365448142778;91,9295824635819;11,34185303514377
ensemble-full;136;90885;836;28;13,991769547325102;99,05969418294607;82,92682926829268;99,08854024705356;90,64821266584222;23,943661971830984
