;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;132;61826;3829;6;3,3324917950012622;94,17111242837385;95,65217391304348;94,1679993907547;94,90718547490407;6,440595267138326
pca-full;126;64172;1481;12;7,840696950840075;97,73069264793057;91,30434782608695;97,7442005696617;94,46941561582351;14,441260744985675
mlp-1camadas-retro;124;63842;1813;14;6,401652039235932;97,2231088413661;89,85507246376811;97,23859568958952;93,47395927189088;11,951807228915664
mlp-1camadas-full;114;65001;652;24;14,882506527415144;98,97250383791096;82,6086956521739;99,00689991317991;90,43688883632123;25,221238938053094
mlp-3camadas-retro;133;63655;2000;5;6,235349273323957;96,95256334260483;96,3768115942029;96,9537735130607;96,66486209174082;11,71290180537208
mlp-3camadas-full;127;64932;721;11;14,976415094339623;98,88738581264914;92,02898550724638;98,90180189785691;95,40352453394176;25,760649087221093
oc-svm-retro;118;36727;28928;20;0,40625215175927837;56,00139832504978;85,5072463768116;55,93938009290991;69,16084409382637;0,8086622807017544
oc-svm-full;108;50685;14968;30;0,716370390023879;77,20356887720204;78,26086956521739;77,20134647312385;77,72930275380259;1,4197449717365584
if-retro;41;2237;63418;97;0,06460864495185868;3,4623744167312633;29,71014492753623;3,4072043256416116;10,061239203624007;0,12893689953928647
if-full;22;3891;61762;116;0,03560792438171695;5,947622015169248;15,942028985507246;5,926614168430993;9,720198293195711;0,07105713639740319
ensemble-retro;132;62708;2947;6;4,287106203312764;95,51168057392124;95,65217391304348;95,51138527149493;95,58175367016831;8,206403481504507
ensemble-full;126;64601;1052;12;10,69609507640068;98,38275752002554;91,30434782608695;98,39763605623506;94,78466114168052;19,148936170212767
