;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;143;45423;9549;20;1,47544366487825;82,64441824612315;87,73006134969326;82,62933857236412;85,14151127527676;2,902080162354135
pca-full;135;48361;6609;28;2,001779359430605;87,96183773783396;82,82208588957056;87,97707840640349;85,36067680195977;3,9090777472129723
mlp-1camadas-retro;141;48276;6696;22;2,062308029837648;87,81536229255464;86,50306748466258;87,81925343811395;87,15867602602655;4,0285714285714285
mlp-1camadas-full;134;50795;4175;29;3,109770248317475;92,37480274971433;82,20858895705521;92,4049481535383;87,15779024477519;5,992844364937389
mlp-3camadas-retro;118;49771;5201;45;2,2184621169392744;90,48517275777637;72,39263803680981;90,53881976278832;80,95890320012678;4,3049981758482305
mlp-3camadas-full;108;51810;3160;55;3,3047735618115057;94,16864672700561;66,25766871165644;94,2514098599236;79,02454485857774;6,295540658700088
oc-svm-retro;121;19158;35814;42;0,3367190761096424;34,96689942867507;74,23312883435582;34,85046932984065;50,86314362777656;0,6703972519253144
oc-svm-full;98;27069;27901;65;0,3500125004464445;49,27538860573522;60,122699386503065;49,24322357649627;54,41172233914348;0,6959732973510404
if-retro;85;2180;52792;78;0,16075042078786617;4,10809830416251;52,147239263803684;3,965655242668995;14,380471924704612;0,3205128205128205
if-full;69;3685;51285;94;0,1343614908283678;6,80898917163949;42,331288343558285;6,703656539930871;16,845605300730334;0,2678727410369392
ensemble-retro;146;45122;9850;17;1,4605842336934773;82,1039267253106;89,57055214723927;82,08178709161028;85,74445166322816;2,8742986514420705
ensemble-full;141;48016;6954;22;1,9873150105708246;87,34696098525384;86,50306748466258;87,34946334364199;86,92523524480174;3,8853678699366214
