;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;79;56463;4655;4;1,6687790452049007;92,38737929118805;95,18072289156626;92,38358585032233;93,77172540029724;3,2800498235416233
pca-full;76;59234;1882;7;3,881511746680286;96,91334825732447;91,56626506024097;96,92060998756463;94,20540464284191;7,447329740323371
mlp-1camadas-retro;79;57954;3164;4;2,4360160345359234;94,8236139932354;95,18072289156626;94,82312902909126;95,00175770915594;4,750450992182802
mlp-1camadas-full;76;59935;1181;7;6,046141607000796;98,0587918103237;91,56626506024097;98,0676091367236;94,76119824082716;11,343283582089553
mlp-3camadas-retro;76;58088;3030;7;2,4468770122343853;95,03766278328786;91,56626506024097;95,04237704113355;93,28813155007337;4,766384446534964
mlp-3camadas-full;73;60012;1104;10;6,202209005947323;98,17970881877154;87,95180722891567;98,19359905752994;92,93171953332893;11,587301587301585
oc-svm-retro;21;23789;37329;62;0,05622489959839357;38,90459306220487;25,301204819277107;38,92306685428188;31,381530980412695;0,11220046483049716
oc-svm-full;10;33397;27719;73;0,03606332720256771;54,58749325969379;12,048192771084338;54,645264742456966;25,658851954911388;0,07191140514885662
if-retro;32;1825;59293;51;0,0539401601348504;3,034264146010686;38,55421686746988;2,9860270296802907;10,729582176134393;0,10772959870724483
if-full;15;3114;58002;68;0,025854490925073685;5,112828640990866;18,072289156626507;5,095228745336737;9,595959941813055;0,05163511187607573
ensemble-retro;79;56892;4226;4;1,835075493612079;93,0883482296041;95,18072289156626;93,08550672469649;94,12728520882966;3,600729261622607
ensemble-full;76;59446;1670;7;4,352806414662084;97,25975914639127;91,56626506024097;97,2674913279665;94,37383584808488;8,310552214324767
