,q,L,ACC1,Num_VP,VP_rate,Num_VN,VN_rate,Num_FP,FP_rate,Num_FN,FN_rate,ACC2,Sensibilidade,Especificidade,MG,Precisão,F1
Medição,122.0,11.638684932933195,84.18522080035505,148.0,97.36842105263158,56757.0,84.15550909657044,10686.0,15.844490903429563,4.0,2.6315789473684212,84.18522080035505,97.36842105263158,84.15550909657044,90.5212077008114,1.366069780321211,2.6943382486801384
