,q,L,ACC1,Num_VP,VP_rate,Num_VN,VN_rate,Num_FP,FP_rate,Num_FN,FN_rate,ACC2,Sensibilidade,Especificidade,MG,Precisão,F1
Média,93.64285714285714,10.022464803188852,60.82558608492076,165.52380952380952,98.57776333060028,43157.857142857145,60.73683828360138,27931.261904761905,39.2631617163986,2.380952380952381,1.4222366693997361,60.82558608492076,98.57776333060028,60.73683828360138,76.52566180515016,0.6279566670467519,1.2475950077003257
Desvio Padrão,15.480627435087124,2.0655820780891867,12.940832610847682,11.277515068009235,0.7297427621916613,9212.823590825967,12.970896743733267,9367.363418675382,12.970896743733267,1.2287685874807994,0.7297427621916612,12.940832610847682,0.7297427621916613,12.970896743733267,11.350330886064146,0.13542984785383663,0.26786061988145843
Máximo,125.0,13.396317221521974,72.76775054427979,172.0,100.0,51640.0,72.70884079805134,69966.0,96.47422197096094,5.0,2.9069767441860463,72.76775054427979,100.0,72.70884079805134,84.02095673407005,0.8542199488491049,1.6935402089037623
Mínimo,31.0,3.496902658159645,3.7540408556296856,123.0,97.09302325581395,2557.0,3.5257780290390635,19383.0,27.291159201948666,0.0,0.0,3.7540408556296856,97.09302325581395,3.5257780290390635,18.777055224499563,0.2452308306481508,0.48926184042099274
Mediana,98.5,10.390477267116713,64.09812640095112,169.5,98.83720930232558,45646.5,64.01506803354819,25663.0,35.98493196645181,2.0,1.1627906976744187,64.09812640095112,98.83720930232558,64.01506803354819,79.49856277852535,0.6564131982995477,1.3041901264903275
