,q,L,ACC1,Num_VP,VP_rate,Num_VN,VN_rate,Num_FP,FP_rate,Num_FN,FN_rate,ACC2,Sensibilidade,Especificidade,MG,Precisão,F1
Média,92.64285714285714,10.695745783435015,62.26466368874861,160.64285714285714,99.12526903056225,44187.28571428572,62.18040793177269,26907.690476190477,37.819592068227315,1.4047619047619047,0.8747309694377867,62.26466368874861,99.12526903056225,62.18040793177269,77.69670122893807,0.626380873034481,1.244632128757645
Desvio Padrão,15.425385204616491,1.4864978483025448,12.54832053973284,11.300380802069325,0.9638608618852301,8934.703337059063,12.578597788981776,9097.460207054026,12.578597788981776,1.5469801236291307,0.9638608618852297,12.54832053973284,0.9638608618852301,12.578597788981776,11.219295216152958,0.11456200891707469,0.2266306142651354
Máximo,125.0,13.871243844425408,72.75932298616476,166.0,100.0,51640.0,72.70269889763335,69972.0,96.47451364281874,5.0,3.0120481927710845,72.75932298616476,100.0,72.70269889763335,84.41584036387376,0.8235294117647058,1.6331913166970988
Mínimo,31.0,7.303617590035888,3.7457871930669233,119.0,96.98795180722891,2557.0,3.5254863571812654,19389.0,27.29730110236664,0.0,0.0,3.7457871930669233,96.98795180722891,3.5254863571812654,18.776278537509146,0.23667626678833156,0.47223486572598994
Mediana,93.5,10.62824461131018,65.13097829903785,165.0,99.39759036144578,46205.5,65.05159864280787,24823.5,34.94840135719213,1.0,0.6024096385542169,65.13097829903785,99.39759036144578,65.05159864280787,80.26710921185045,0.6406525178352885,1.2731240446842205
