;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;80;56305;4813;3;1,6349887594522787;92,130847535171;96,3855421686747;92,12506953761576;94,23123035761526;3,215434083601286
pca-full;77;59123;1993;6;3,7198067632850242;96,73360675828036;92,7710843373494;96,73898815367498;94,73426428021926;7,152810032512773
mlp-1camadas-retro;79;56775;4343;4;1,7865219357756672;92,89717488276335;95,18072289156626;92,89407375895809;94,03044768967182;3,507214206437292
mlp-1camadas-full;76;59394;1722;7;4,226918798665183;97,17479043775225;91,56626506024097;97,18240722560377;94,33255036948758;8,080808080808081
mlp-3camadas-retro;80;55474;5644;3;1,397624039133473;90,77302658453293;96,3855421686747;90,76540462711476;93,53327073904553;2,755295333218529
mlp-3camadas-full;77;58633;2483;6;3,0078125;95,93294008072027;92,7710843373494;95,93723411218012;94,34087786804348;5,826712069617858
oc-svm-retro;41;23121;37997;42;0,10778694989221305;37,84578683354847;49,397590361445786;37,83009915245918;43,2286449159126;0,215104535557829
oc-svm-full;27;32471;28645;56;0,09416852678571429;53,102174872138434;32,53012048192771;53,13011322730545;41,573176261896414;0,18779342723004694
if-retro;41;1106;60012;42;0,06827302549414684;1,8741523831309945;49,397590361445786;1,8096141889459734;9,454659190992194;0,13635758946388185
if-full;21;1968;59148;62;0,03549155807939969;3,2500531054428996;25,301204819277107;3,220106027881406;9,026215272815971;0,07088368325119827
ensemble-retro;80;55440;5678;3;1,3893713094824591;90,71747193673306;96,3855421686747;90,70977453450702;93,50460308726358;2,7392569765451125
ensemble-full;77;58631;2485;6;3,0054644808743167;95,92967205346493;92,7710843373494;95,93396164670463;94,33926884782645;5,822306238185255
