;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;141;55517;7316;24;1,8908408207053775;88,34883647099907;85,45454545454545;88,35643690417456;86,89337807698273;3,699816321175544
pca-full;132;59152;3679;33;3,4636578325898713;94,10756238491332;80,0;94,1446101446738;86,78461160582505;6,639839034205231
mlp-1camadas-retro;136;57542;5291;29;2,505988575640317;91,55528746944347;82,42424242424242;91,57926567249693;86,88124996121999;4,86409155937053
mlp-1camadas-full;131;60289;2542;34;4,900860456416012;95,91085148263382;79,39393939393939;95,95422641689612;87,28220916507206;9,231853417899929
mlp-3camadas-retro;128;58962;3871;37;3,2008002000500126;93,7966284643957;77,57575757575758;93,83922461127115;85,3208587599834;6,147934678194044
mlp-3camadas-full;123;60976;1855;42;6,21840242669363;96,98869769509176;74,54545454545455;97,04763572122042;85,05562954561013;11,479234717685488
oc-svm-retro;146;32243;30590;19;0,4750130140551796;51,41274326169085;88,48484848484848;51,315391593589354;67,38423146478277;0,9449532377592958
oc-svm-full;132;45534;17297;33;0,7573584256124849;72,490316845514;80,0;72,47059572504018;76,1422856105805;1,5005115380243264
if-retro;54;1152;61681;111;0,08747064064145137;1,9143464871900695;32,72727272727273;1,8334314770900642;7,7461740218957775;0,17447495961227788
if-full;49;1900;60931;116;0,08035421449655625;3,093847228395454;29,696969696969695;3,0239849755693844;9,476454515459654;0,16027475672581568
ensemble-retro;140;56097;6736;25;2,036067481093659;89,26791326708785;84,84848484848484;89,27951872423726;87,03580810076657;3,976707853998012
ensemble-full;132;59524;3307;33;3,838325094504216;94,6980760683218;80,0;94,73667457146949;87,05707303670138;7,32519422863485
