;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;145;87543;4180;19;3,352601156069364;95,4302567283729;88,41463414634147;95,44280060617294;91,86152784216578;6,46023613276899
pca-full;139;90114;1607;25;7,961053837342497;98,22386679000925;84,7560975609756;98,24794758016158;91,25301436264883;14,55497382198953
mlp-1camadas-retro;140;82929;8794;24;1,5670472352809492;90,4034303002601;85,36585365853658;90,41243744753224;87,85291630934985;3,077599472411519
mlp-1camadas-full;134;86678;5043;30;2,5883716438091557;94,47896827556184;81,70731707317073;94,50180438503723;87,87200290692704;5,017786931286276
mlp-3camadas-retro;135;88546;3177;29;4,076086956521739;96,51093190549261;82,3170731707317;96,53631041287355;89,1436286443904;7,767548906789415
mlp-3camadas-full;126;90504;1217;38;9,381980640357408;98,63416226805246;76,82926829268293;98,67315009648826;87,06885736040911;16,721964167219642
oc-svm-retro;101;43003;48720;63;0,2068781876651441;46,90979137418786;61,58536585365854;46,88355156285773;53,73398064090783;0,4123711340206186
oc-svm-full;84;58009;33712;80;0,24855012427506215;63,22359471077978;51,21951219512195;63,24505838357628;56,915560606558074;0,49469964664310956
if-retro;62;1571;90152;102;0,06872547498171015;1,7771828441455266;37,80487804878049;1,712765609498163;8,046794081696339;0,13720153134612406
if-full;52;2699;89022;112;0,058378426925926756;2,9939598411057298;31,70731707317073;2,942619465553145;9,659325464025828;0,11654228019453597
ensemble-retro;143;84873;6850;21;2,0449020449020447;92,52233721854016;87,1951219512195;92,53186223738867;89,82386660661267;3,9960877462624005
ensemble-full;138;87829;3892;26;3,424317617866005;95,73597431572074;84,14634146341463;95,75669693963215;89,76400012305044;6,5808297567954215
