;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;26;36741;2796;35;0,9213323883770376;92,85064902267791;42,622950819672134;92,92814325821382;62,93545646023627;1,8036767256330213
pca-full;16;38353;1182;45;1,335559265442404;96,90120214163046;26,229508196721312;97,01024408751739;50,443344382182595;2,541699761715647
mlp-1camadas-retro;26;37309;2228;35;1,1535048802129548;94,28506490226779;42,622950819672134;94,36477223866252;63,42006816645718;2,24622030237581
mlp-1camadas-full;14;38613;922;47;1,4957264957264957;97,55278310940498;22,950819672131146;97,66788921209056;47,34509597692641;2,808425275827483
mlp-3camadas-retro;21;37938;1599;40;1,2962962962962963;95,8609020657609;34,42622950819672;95,95568707792701;57,47514685463119;2,498512790005949
mlp-3camadas-full;12;38860;675;49;1,7467248908296944;98,17153247802808;19,672131147540984;98,29265208043506;43,973013798987395;3,2085561497326207
oc-svm-retro;29;24017;15520;32;0,18650717087915622;60,72528915601798;47,540983606557376;60,745630675063865;53,739250386409374;0,3715566944266496
oc-svm-full;16;32738;6797;45;0,2348451489798914;82,72047681583999;26,229508196721312;82,80763880106235;46,60475985007972;0,4655222577829503
if-retro;61;1402;38135;0;0,15970258665828882;3,694631041971817;100,0;3,546045476389205;18,830946541236862;0,31889588833416105
if-full;61;2494;37041;0;0,16441162201498571;6,452671987069401;100,0;6,3083343872518025;25,116397805521004;0,3282835077900062
ensemble-retro;30;36839;2698;31;1,099706744868035;93,10823778978737;49,18032786885246;93,1760123428687;67,69362478501596;2,1513087128002866
ensemble-full;17;38412;1123;44;1,4912280701754386;97,05273259925245;27,868852459016395;97,15947894270899;52,03578752790494;2,8309741881765196
