;TP;TN;FP;FN;TP_rate;TN_rate;FP_rate;FN_rate;Precision;ACC;Sensitivity;Especificity;MG;F1
pca;136;53030;12627;2;0,9855072463768116;0,8076823491783054;0,1923176508216945;0,0144927536231884;1,0655801927446524;80,80553233528384;98,55072463768116;80,76823491783054;89,21753235131905;2,1083636927369973
mlp-1camadas;137;57464;8193;1;0,9927536231884058;0,8752151331921958;0,1247848668078041;0,0072463768115942;1,6446578631452582;87,54616612204575;99,27536231884058;87,52151331921958;93,21335711934611;3,2357109116674545
mlp-3camadas;137;57257;8400;1;0,9927536231884058;0,8720623848180696;0,1279376151819303;0,0072463768115942;1,60477919643903;87,23155254958583;99,27536231884058;87,20623848180696;93,04531649548302;3,15850144092219
ensemble;137;57066;8591;1;0,9927536231884058;0,8691533271395282;0,1308466728604718;0,0072463768115942;1,569660861594867;86,94125693441751;99,27536231884058;86,91533271395282;92,88999486618698;3,090457929167606
oc-svm;80;22834;42823;58;0,5797101449275363;0,347777083936214;0,652222916063786;0,4202898550724637;0,1864671468195697;34,826354586214755;57,971014492753625;34,7777083936214;44,90099149586104;0,3717385748472386
if;60;528;65129;78;0,4347826086956521;0,0080417929542927;0,9919582070457073;0,5652173913043478;0,0920400681096504;0,8936849304658409;43,47826086956522;0,8041792954292764;5,91306326641084;0,1836912761951413
