,TP,TN,FP,FN,TP_rate,TN_rate,FP_rate,FN_rate,Precision,ACC,Sensitivity,Especificity,MG,F1
pca,133,52939,9896,32,0.806060606060606,0.8425081562823268,0.15749184371767327,0.19393939393939394,1.3261541529564265,84.24126984126984,80.60606060606061,84.25081562823267,82.40829054554742,2.609378065528743
mlp-1camadas,120,56333,6502,45,0.7272727272727273,0.8965226386567996,0.10347736134320044,0.2727272727272727,1.812141347025068,89.60793650793651,72.72727272727273,89.65226386567996,80.74753646258642,3.536172093708561
mlp-3camadas,118,57349,5486,47,0.7151515151515152,0.912691971035251,0.08730802896474894,0.28484848484848485,2.105638829407566,91.21746031746032,71.51515151515152,91.2691971035251,80.79065824416104,4.090830299878662
ensemble,121,56388,6447,44,0.7333333333333333,0.8973979470040583,0.10260205299594176,0.26666666666666666,1.8422655298416566,89.6968253968254,73.33333333333333,89.73979470040582,81.12285915837631,3.5942373384821034
