;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;124;62745;2910;14;4,0870138431114045;95,55575821135987;89,85507246376811;95,56774046150332;92,66739580007072;7,818411097099623
pca-full;112;64637;1016;26;9,929078014184396;98,41619674423553;81,15942028985508;98,45246980336009;89,38873181416753;17,69352290679305
mlp-1camadas-retro;120;64064;1591;18;7,01344243132671;97,55445108142203;86,95652173913044;97,57672682963978;92,11369478961727;12,979989183342347
mlp-1camadas-full;107;65133;520;31;17,065390749601274;99,16249943001323;77,53623188405797;99,2079569859717;87,70525159651474;27,97385620915032
mlp-3camadas-retro;128;64183;1472;10;8,0;97,7474807350326;92,7536231884058;97,75797730561267;95,22293101278454;14,729574223245109
mlp-3camadas-full;117;65179;474;21;19,79695431472081;99,24761745527503;84,78260869565217;99,27802232952035;91,74448059279611;32,098765432098766
oc-svm-retro;129;34285;31370;9;0,40953681069240294;52,30647637286641;93,47826086956522;52,21993755235702;69,86722368257976;0,8155008376268293
oc-svm-full;121;47638;18015;17;0,6671812968681077;72,59199586569592;87,68115942028986;72,56027904284647;79,76320827509723;1,3242858706358762
if-retro;43;1671;63984;95;0,0671591672263264;2,605140364476464;31,159420289855074;2,5451222298377885;8,905309273044299;0,13402945531052754
if-full;21;2951;62702;117;0,03348054142818424;4,51733519782341;15,217391304347826;4,494844104610604;8,270417256215099;0,0668140818631584
ensemble-retro;127;63437;2218;11;5,415778251599147;96,6121015913547;92,02898550724638;96,6217348259843;94,29740311368873;10,229561014901329
ensemble-full;116;64939;714;22;13,975903614457831;98,88130595370187;84,05797101449275;98,91246401535345;91,18322780629471;23,96694214876033
