;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;134;57478;5355;31;2,441246128620878;91,45052223880123;81,21212121212122;91,47740836821416;86,19207838641623;4,7400070746374245
pca-full;120;60358;2473;45;4,627844195912071;96,00292082036955;72,72727272727273;96,06404481864048;83,58514214147283;8,70195794053662
mlp-1camadas-retro;113;60583;2250;52;4,782056707575117;96,34591574335693;68,48484848484848;96,41907914630846;81,26035950193396;8,939873417721518
mlp-1camadas-full;104;61826;1005;61;9,377817853922453;98,30782906851229;63,03030303030303;98,40047110502778;78,75412060377843;16,3265306122449
mlp-3camadas-retro;110;60833;2000;55;5,213270142180095;96,73799168227563;66,66666666666667;96,81695924116309;80,33967854933746;9,67032967032967
mlp-3camadas-full;100;61956;875;65;10,256410256410257;98,50784176773128;60,60606060606061;98,60737534019832;77,3059154662347;17,54385964912281
oc-svm-retro;142;26251;36582;23;0,38666811894129177;41,89498079304105;86,06060606060606;41,779001480113955;59,96270664325923;0,7698771991650628
oc-svm-full;124;39064;23767;41;0,5190239002134696;62,2071242618579;75,15151515151516;62,173131097706545;68,35499252948853;1,0309278350515465
if-retro;62;1123;61710;103;0,10036909926827689;1,8810120956220833;37,57575757575758;1,7872773860869289;8,195016887123304;0,20020343252014144
if-full;48;1955;60876;117;0,07878668505022651;3,179566956632167;29,09090909090909;3,1115213827569193;9,514041500866037;0,15714776801060748
ensemble-retro;130;58498;4335;35;2,9115341545352744;93,06327184989999;78,78787878787878;93,10075915522098;85,6458482787172;5,615550755939525
ensemble-full;116;60918;1913;49;5,717102020699852;96,88551654073275;70,3030303030303;96,95532460091356;82,5606027319215;10,5742935278031
