;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;79;57018;4100;4;1,8904044029672171;93,2942272185095;95,18072289156626;93,291665303184;94,23146047533756;3,7071797278273113
pca-full;76;59509;1607;7;4,515745692216281;97,36270200493472;91,56626506024097;97,3705739904444;94,42383061005754;8,607021517553793
mlp-1camadas-retro;77;57648;3470;6;2,1708486044544686;94,32035424257774;92,7710843373494;94,32245819562158;93,54355522521112;4,242424242424242
mlp-1camadas-full;74;59845;1271;9;5,5018587360594795;97,90846255657772;89,1566265060241;97,92034819032659;93,43579566175258;10,364145658263306
mlp-3camadas-retro;75;58812;2306;8;3,149937001259975;96,21901602914986;90,36144578313252;96,22697077783958;93,24810026384897;6,087662337662337
mlp-3camadas-full;70;60317;799;13;8,055235903337168;98,673180934329;84,33734939759036;98,69265004254206;91,23308889658391;14,705882352941176
oc-svm-retro;5;26701;34417;78;0,01452559409679856;43,636541886570484;6,024096385542169;43,68762066821558;16,222775279228113;0,028981307056948274
oc-svm-full;0;37184;23932;83;0,0;60,75916273141718;0,0;60,84167812029583;0,0;0,0
if-retro;28;1940;59178;55;0,04729250413809411;3,215633731474976;33,734939759036145;3,1741876370300077;10,347996362537272;0,09445259660307984
if-full;12;3346;57770;71;0,020767713128655982;5,487017761728133;14,457831325301205;5,474834740493487;8,896866707552386;0,041475848958783375
ensemble-retro;79;57332;3786;4;2,0439844760672705;93,80729073054361;95,18072289156626;93,80542557020846;94,4905721060226;4,002026342451875
ensemble-full;76;59699;1417;7;5,090421969189551;97,67316459419271;91,56626506024097;97,68145821061587;94,5744484201949;9,644670050761421
