,TP,TN,FP,FN,TP_rate,TN_rate,FP_rate,FN_rate,Precision,ACC,Sensitivity,Especificity,MG,F1
95.0,134,60601,5056,4,0.9710144927536232,0.9229937401952572,0.07700625980474284,0.028985507246376812,2.581888246628131,92.30944600653545,97.10144927536231,92.29937401952571,94.66996875728158,5.030030030030031
95.1,134,60653,5004,4,0.9710144927536232,0.9237857349559072,0.07621426504409279,0.028985507246376812,2.6080186843129622,92.38847936773311,97.10144927536231,92.37857349559071,94.71057685608525,5.079605761940864
95.19999999999999,134,60710,4947,4,0.9710144927536232,0.9246538830589275,0.07534611694107254,0.028985507246376812,2.6372761267467033,92.47511209058439,97.10144927536231,92.46538830589274,94.75506958633572,5.135083349300633
95.29999999999998,133,60826,4831,5,0.9637681159420289,0.926420640601916,0.07357935939808398,0.036231884057971016,2.679290894439968,92.64989740861768,96.3768115942029,92.6420640601916,94.49098768468431,5.2136417091336735
95.39999999999998,133,60898,4759,5,0.9637681159420289,0.9275172487320469,0.07248275126795314,0.036231884057971016,2.7187244480784956,92.75932821642982,96.3768115942029,92.75172487320468,94.54689584085874,5.288270377733599
95.49999999999997,133,61059,4598,5,0.9637681159420289,0.9299693863563672,0.07003061364363282,0.036231884057971016,2.8112449799196786,93.00402766167642,96.3768115942029,92.99693863563672,94.6717932317985,5.463134113781064
95.59999999999997,133,61126,4531,5,0.9637681159420289,0.9309898411441279,0.06901015885587218,0.036231884057971016,2.851629502572899,93.10585910783495,96.3768115942029,93.09898411441279,94.72372063853093,5.539358600583091
95.69999999999996,133,61234,4423,5,0.9637681159420289,0.9326347533393241,0.06736524666067593,0.036231884057971016,2.919227392449517,93.27000531955316,96.3768115942029,93.2634753339324,94.80736464473102,5.666808691947167
95.79999999999995,133,61330,4327,5,0.9637681159420289,0.9340968975128319,0.06590310248716816,0.036231884057971016,2.9820627802690582,93.41591306330268,96.3768115942029,93.40968975128318,94.88165296954077,5.785123966942149
95.89999999999995,133,61368,4289,5,0.9637681159420289,0.9346756629148454,0.06532433708515467,0.036231884057971016,3.007688828584351,93.4736682118702,96.3768115942029,93.46756629148453,94.9110427012741,5.833333333333333
95.99999999999994,133,61470,4187,5,0.9637681159420289,0.9362291910991973,0.06377080890080265,0.036231884057971016,3.0787037037037037,93.62869518960407,96.3768115942029,93.62291910991974,94.98988596664401,5.966801256168685
96.09999999999994,133,61549,4108,5,0.9637681159420289,0.9374324139086464,0.06256758609135354,0.036231884057971016,3.136052817731667,93.74876510373129,96.3768115942029,93.74324139086464,95.05090590708352,6.07444622059831
96.19999999999993,133,61597,4060,5,0.9637681159420289,0.9381634859954003,0.06183651400459966,0.036231884057971016,3.1719532554257097,93.82171897560605,96.3768115942029,93.81634859954004,95.08796218993197,6.141768644654815
96.29999999999993,133,61677,3980,5,0.9637681159420289,0.9393819394733235,0.060618060526676516,0.036231884057971016,3.2336494043277413,93.94330876206399,96.3768115942029,93.93819394733235,95.14969059099322,6.257351211479652
96.39999999999992,133,61755,3902,5,0.9637681159420289,0.9405699316142986,0.059430068385701446,0.036231884057971016,3.296158612143742,94.06185880386047,96.3768115942029,94.05699316142986,95.20983724929036,6.374311047208243
96.49999999999991,133,61833,3824,5,0.9637681159420289,0.9417579237552737,0.05824207624472638,0.036231884057971016,3.361132170836492,94.18040884565697,96.3768115942029,94.17579237552737,95.26994593527894,6.495726495726495
96.59999999999991,133,61902,3755,5,0.9637681159420289,0.9428088398799823,0.05719116012001767,0.036231884057971016,3.4207818930041154,94.28528003647693,96.3768115942029,94.28088398799824,95.323087408278,6.607054148037754
96.6999999999999,133,62000,3657,5,0.9637681159420289,0.9443014453904381,0.055698554609561815,0.036231884057971016,3.509234828496042,94.43422752488792,96.3768115942029,94.43014453904382,95.39851282411469,6.771894093686354
96.7999999999999,133,62114,3543,5,0.9637681159420289,0.9460377415964787,0.05396225840352133,0.036231884057971016,3.618063112078346,94.60749297059047,96.3768115942029,94.60377415964787,95.48617762946061,6.974305191400105
96.89999999999989,133,62200,3457,5,0.9637681159420289,0.947347579085246,0.05265242091475395,0.036231884057971016,3.7047353760445683,94.73820199103275,96.3768115942029,94.7347579085246,95.55225750536874,7.13519313304721
96.99999999999989,133,62343,3314,5,0.9637681159420289,0.9495255646770336,0.050474435322966325,0.036231884057971016,3.858427618218741,94.95554373432631,96.3768115942029,94.95255646770337,95.66203345672598,7.4198047419804745
97.09999999999988,133,62402,3255,5,0.9637681159420289,0.950424174117002,0.049575825882998005,0.036231884057971016,3.925619834710744,95.04521620183904,96.3768115942029,95.0424174117002,95.70728894052438,7.543959160521838
97.19999999999987,133,62486,3171,5,0.9637681159420289,0.9517035502688213,0.0482964497311787,0.036231884057971016,4.02542372881356,95.17288547761989,96.3768115942029,95.17035502688213,95.77168358016486,7.728065078442766
97.29999999999987,133,62544,3113,5,0.9637681159420289,0.9525869290403156,0.047413070959684424,0.036231884057971016,4.097350585335798,95.26103807280188,96.3768115942029,95.25869290403156,95.81612128823565,7.860520094562648
97.39999999999986,133,62594,3063,5,0.9637681159420289,0.9533484624640175,0.04665153753598245,0.036231884057971016,4.16145181476846,95.33703168933809,96.3768115942029,95.33484624640175,95.85441312246277,7.978404319136172
97.49999999999986,133,62648,3009,5,0.9637681159420289,0.9541709185616156,0.04582908143838433,0.036231884057971016,4.232972628898791,95.4191047951972,96.3768115942029,95.41709185616156,95.89575112948454,8.109756097560977
