;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;120;90480;1243;44;8,804108584005869;98,5993666133403;73,17073170731707;98,64483281183564;84,95831092946689;15,717092337917482
pca-full;108;91339;382;56;22,040816326530614;99,52331718996572;65,85365853658537;99,58351958657232;80,98110331877119;33,027522935779814
mlp-1camadas-retro;124;90571;1152;40;9,717868338557993;98,70275447016444;75,60975609756098;98,74404456897398;86,40609426392801;17,22222222222222
mlp-1camadas-full;116;91344;377;48;23,529411764705884;99,53746530989824;70,73170731707317;99,5889709008842;83,92912451449651;35,31202435312024
mlp-3camadas-retro;123;90632;1091;41;10,131795716639209;98,7680520639481;75,0;98,81054915342935;86,08595231805943;17,851959361393327
mlp-3camadas-full;115;91360;361;49;24,159663865546218;99,55379006366654;70,1219512195122;99,60641510668222;83,57389653032371;35,9375
oc-svm-retro;55;33750;57973;109;0,09478182946163921;36,78975263094888;33,53658536585366;36,79556926834055;35,12830411296402;0,189029419851526
oc-svm-full;45;46165;45556;119;0,09868204644634986;50,291124775534634;27,4390243902439;50,331985041593526;37,16262322772272;0,1966568338249754
if-retro;53;2108;89615;111;0,059106927778025606;2,3518016694418145;32,31707317073171;2,2982240005233145;8,618113087424863;0,11799804078724731
if-full;44;3618;88103;120;0,049916616560972016;3,985416553300321;26,829268292682926;3,9445710360767983;10,287368693035683;0,09964783549048252
ensemble-retro;126;90570;1153;38;9,851446442533229;98,70384276339416;76,82926829268293;98,74295432988454;87,09964942652087;17,463617463617464
ensemble-full;118;91352;369;46;24,229979466119097;99,5483484790771;71,95121951219512;99,5976930037832;84,65326616394329;36,25192012288786
