;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;105;60900;1933;60;5,1521099116781155;96,83640750500015;63,63636363636363;96,92359110658413;78,53575547864048;9,532455742169768
pca-full;89;62144;687;76;11,469072164948454;98,78881198806273;53,93939393939394;98,9065906956757;73,04082118060042;18,916046758767266
mlp-1camadas-retro;103;61770;1063;62;8,833619210977702;98,21422902314359;62,42424242424242;98,30821383667818;78,33783104500061;15,477084898572501
mlp-1camadas-full;90;62400;431;75;17,27447216890595;99,1967743983745;54,54545454545455;99,31403288185768;73,60114853915763;26,23906705539359
mlp-3camadas-retro;103;61855;978;62;9,528214616096207;98,34915394139496;62,42424242424242;98,44349306892875;78,39171178398924;16,53290529695024
mlp-3camadas-full;90;62432;399;75;18,404907975460123;99,24757127436662;54,54545454545455;99,36496315513043;73,6200182096482;27,522935779816514
oc-svm-retro;146;32709;30124;19;0,4823257350512058;52,15244928410426;88,48484848484848;52,05704009039836;67,86942835304112;0,959421718416297
oc-svm-full;136;46477;16354;29;0,8247422680412371;73,993586894406;82,42424242424242;73,97144721554646;78,0835481888871;1,6331432002401682
if-retro;65;1014;61819;100;0,10503522719927606;1,7127527858027238;39,39393939393939;1,6138016647303168;7,973330858193745;0,20951183741881416
if-full;47;1765;61066;118;0,07690671379248278;2,876373103054162;28,484848484848484;2,8091228851999808;8,945246769108266;0,15339926237801493
ensemble-retro;107;61111;1722;58;5,850191361399672;97,1745134766183;64,84848484848484;97,25940190664141;79,41740899145184;10,732196589769309
ensemble-full;91;62169;662;74;12,084993359893758;98,83167185218109;55,15151515151515;98,94637997167004;73,8717995868189;19,825708061002178
