;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;96;53387;1585;67;5,710886377156455;97,003718146368;58,895705521472394;97,11671396347231;75,62907765407252;10,412147505422993
pca-full;83;54467;503;80;14,16382252559727;98,94255708922061;50,920245398773005;99,08495543023467;71,03119206260047;22,162883845126835
mlp-1camadas-retro;97;53016;1956;66;4,7247929858743305;96,33263807019135;59,50920245398773;96,44182492905479;75,75735003770369;8,75451263537906
mlp-1camadas-full;88;53550;1420;75;5,835543766578249;97,28837538316435;53,987730061349694;97,41677278515554;72,52110336014486;10,532615200478755
mlp-3camadas-retro;89;53134;1838;74;4,618578100674624;96,53214836310873;54,60122699386503;96,65647966237357;72,64683328592622;8,516746411483254
mlp-3camadas-full;75;53584;1386;88;5,13347022587269;97,32646509350117;46,012269938650306;97,47862470438422;66,97173129870926;9,236453201970443
oc-svm-retro;53;22249;32723;110;0,16170368562362705;40,449805024031924;32,515337423312886;40,473331878047006;36,27677001416229;0,321806976532378
oc-svm-full;46;30263;24707;117;0,18583606027552216;54,9743347904159;28,220858895705522;55,053665635801345;39,41651594952681;0,3692406485792262
if-retro;95;1252;53720;68;0,17653070705193719;2,443094223270155;58,282208588957054;2,2775231026704503;11,521244574090415;0,35199525732705916
if-full;79;2209;52761;84;0,14950794852384558;4,149964630983258;48,466257668711656;4,018555575768601;13,955799869274385;0,298096334169764
ensemble-retro;108;52679;2293;55;4,498125780924615;95,74136211118164;66,25766871165644;95,82878556355963;79,68307177130346;8,42433697347894
ensemble-full;96;53485;1485;67;6,072106261859583;97,18498902653583;58,895705521472394;97,29852646898308;75,69983726924659;11,009174311926605
