;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;111;49285;5687;52;1,9144532597447395;89,59100389951936;68,09815950920246;89,65473331878047;78,13656205834322;3,7242073477604425
pca-full;103;51933;3037;60;3,2802547770700636;94,38267462318393;63,190184049079754;94,47516827360378;77,26514913773741;6,236754465637299
mlp-1camadas-retro;108;50387;4585;55;2,301299808225016;91,5842930987576;66,25766871165644;91,65939023502874;77,93033756185694;4,448105436573312
mlp-1camadas-full;100;52351;2619;63;3,6778227289444647;95,13539985126874;61,34969325153374;95,23558304529743;76,43738487454921;6,939625260235946
mlp-3camadas-retro;114;50512;4460;49;2,4923480542195016;91,82189172032284;69,93865030674847;91,88677872371389;80,16506274538429;4,813172894236859
mlp-3camadas-full;101;52274;2696;62;3,611011798355381;94,99755137576406;61,96319018404908;95,09550663998544;76,76210629980082;6,8243243243243255
oc-svm-retro;129;22252;32720;34;0,39270601844805014;40,59308968894532;79,14110429447852;40,47878920177545;56,599788673915754;0,7815339876408578
oc-svm-full;106;31128;23842;57;0,4426256889928178;56,65209584096639;65,03067484662577;56,627251227942516;60,68367459261609;0,8792667247314504
if-retro;104;1252;53720;59;0,19322235434007135;2,4594177926906684;63,80368098159509;2,2775231026704503;12,054640495302962;0,3852779372811973
if-full;88;2048;52922;75;0,1660064138841728;3,8742676799738813;53,987730061349694;3,725668546479898;14,18239710998877;0,3309950538807289
ensemble-retro;119;48929;6043;44;1,9311911716975008;88,95982588192618;73,00613496932516;89,00713090300516;80,61058622747503;3,762845849802371
ensemble-full;106;51486;3484;57;2,9526462395543174;93,5773493189197;65,03067484662577;93,66199745315626;78,04423682669781;5,648814281907807
