;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;122;59680;3153;43;3,7251908396946565;94,92682307374837;73,93939393939394;94,9819362436936;83,80278516283848;7,093023255813953
pca-full;118;61402;1429;47;7,627666451195863;97,65699409486317;71,51515151515152;97,72564498416386;83,59942767721789;13,785046728971963
mlp-1camadas-retro;122;60564;2269;43;5,1024675867837725;96,33004222356266;73,93939393939394;96,38884025909952;84,42116103962842;9,546165884194053
mlp-1camadas-full;118;61839;992;47;10,63063063063063;98,35068893263065;71,51515151515152;98,42116152854483;83,89639014290833;18,50980392156863
mlp-3camadas-retro;125;60424;2409;40;4,932912391475927;96,11257500238102;75,75757575757575;96,16602740598093;85,35399877283844;9,262689885142645
mlp-3camadas-full;122;61801;1030;43;10,590277777777779;98,296717251889;73,93939393939394;98,36068182903344;85,28029785304628;18,526955201214886
oc-svm-retro;143;35182;27651;22;0,5144995322731525;56,07320867329121;86,66666666666667;55,99286998870021;69,66143408673615;1,0229264279838335
oc-svm-full;127;48179;14652;38;0,8593274240476352;76,68105911486444;76,96969696969697;76,68030112524073;76,82486277992882;1,699678800856531
if-retro;56;1031;61802;109;0,09052992337288629;1,7254516016381471;33,93939393939394;1,6408575111804307;7,462553816915904;0,18057817261338538
if-full;45;1611;61220;120;0,0734513996572268;2,6287383325925457;27,272727272727273;2,5640209450748834;8,362287005155213;0,14650822073905256
ensemble-retro;123;59675;3158;42;3,748857055775678;94,92047366583066;74,54545454545455;94,9739786417965;84,14201333366711;7,138711549622752
ensemble-full;120;61465;1366;45;8,075370121130552;97,76017524922217;72,72727272727273;97,82591395966959;84,34815898607158;14,536644457904302
