;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;74;58553;2565;9;2,804092459264873;95,79418636950376;89,1566265060241;95,80320036650414;92,42018260725413;5,437178545187362
pca-full;70;60226;890;13;7,291666666666667;98,5244856942107;84,33734939759036;98,54375286340729;91,16424143374954;13,422818791946309
mlp-1camadas-retro;72;59480;1638;11;4,2105263157894735;97,30559958170618;86,74698795180723;97,3199384796623;91,8815081001933;8,03123257110987
mlp-1camadas-full;68;60582;534;15;11,295681063122924;99,10292651840716;81,92771084337349;99,12625171804437;90,11762806323408;19,854014598540147
mlp-3camadas-retro;73;59617;1501;10;4,637865311308768;97,5310860933645;87,95180722891567;97,5440950292876;92,62386000558892;8,811104405552202
mlp-3camadas-full;69;60613;503;14;12,062937062937063;99,15521495449272;83,13253012048193;99,17697493291446;90,80106197544605;21,068702290076335
oc-svm-retro;1;24258;36860;82;0,0027128943870215133;39,63824120520906;1,2048192771084338;39,690434896429856;6,915186265028295;0,005413598960588999
oc-svm-full;0;34348;26768;83;0,0;56,125100083334694;0,0;56,2013220760521;0,0;0,0
if-retro;20;883;60235;63;0,03319226620197494;1,4754660871554386;24,096385542168676;1,444746228606957;5,900267971465991;0,06629321488945607
if-full;11;1514;59602;72;0,018452350997265696;2,4918707822023234;13,25301204819277;2,4772563649453496;5,729843667246336;0,0368533905119271
ensemble-retro;74;58955;2163;9;3,308001788109075;96,4510383817258;89,1566265060241;96,46094440263097;92,73689876485909;6,379310344827586
ensemble-full;70;60408;708;13;8,997429305912597;98,8218761744473;84,33734939759036;98,8415472216768;91,30188444404082;16,260162601626018
