;TP;TN;FP;FN;TP_rate;TN_rate;FP_rate;FN_rate;Precision;ACC;Sensitivity;Especificity;MG;F1
pca;155;79224;12501;9;0,945121951219512;0,8637121831561734;0,1362878168438266;0,0548780487804878;1,2247155499367888;86,3857480220701;94,51219512195122;86,37121831561734;90,350060533274;2,4180967238689544
mlp-1camadas;153;76442;15283;11;0,9329268292682928;0,833382393022622;0,166617606977378;0,0670731707317073;0,9911894273127754;83,35600561547083;93,29268292682929;83,3382393022622;88,1750981564873;1,9615384615384617
mlp-3camadas;149;81609;10116;15;0,9085365853658536;0,8897138184791497;0,1102861815208503;0,0914634146341463;1,451534339990258;88,97474126391624;90,85365853658536;88,97138184791497;89,90759448421817;2,857416818486912
ensemble;153;80451;11274;11;0,9329268292682928;0,8770891251022077;0,1229108748977923;0,0670731707317073;1,3389341034392228;87,71887821175548;93,29268292682929;87,70891251022077;90,45772363194332;2,6399792942800446
oc-svm;114;30966;60759;50;0,6951219512195121;0,3375960752248569;0,6624039247751431;0,3048780487804878;0,1872751466167266;33,823417384017674;69,51219512195122;33,75960752248569;48,44279539150809;0,3735439159853859
if;61;1773;89952;103;0,3719512195121951;0,0193295175797219;0,980670482420278;0,6280487804878049;0,0677679890682457;1,995886341128971;37,19512195121951;1,9329517579721995;8,479173094329429;0,1352894862326314
