;TP;TN;FP;FN;TP_rate;TN_rate;FP_rate;FN_rate;Precision;ACC;Sensitivity;Especificity;MG;F1
pca;142;84923;6802;22;0,8658536585365854;0,9258435541019352;0,0741564458980648;0,1341463414634146;2,044930875576037;92,57364864129548;86,58536585365853;92,58435541019352;89,53463176624314;3,995498030388295
mlp-1camadas;141;85495;6230;23;0,8597560975609756;0,9320795857181794;0,0679204142818206;0,1402439024390244;2,2131533511222727;93,19505055012026;85,97560975609755;93,20795857181794;89,51877497113735;4,31522570772762
mlp-3camadas;138;85911;5814;26;0,8414634146341463;0,9366148814390842;0,0633851185609157;0,1585365853658536;2,318548387096774;93,64450587121418;84,14634146341463;93,66148814390844;88,77652597015091;4,512753433616743
ensemble;140;85681;6044;24;0,8536585365853658;0,9341073862087762;0,0658926137912237;0,1463414634146341;2,263906856403622;93,39638041550133;85,36585365853658;93,41073862087762;89,29774601436282;4,410838059231254
oc-svm;67;24240;67485;97;0,4085365853658536;0,2642681929681112;0,7357318070318888;0,5914634146341463;0,0991828517290383;26,45256777198577;40,85365853658536;26,42681929681112;32,85775786264131;0,1978852856045838
if;62;1228;90497;102;0,3780487804878049;0,0133878440992095;0,9866121559007904;0,6219512195121951;0,068463653529743;1,4038677099544017;37,80487804878049;1,3387844099209594;7,1142519881341295;0,136679783516859
