;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;126;90460;1263;38;9,071274298056155;98,5841305081241;76,82926829268293;98,623028030047;87,0467407796367;16,22665808113329
pca-full;116;91311;410;48;22,0532319391635;99,50155085160799;70,73170731707317;99,55299222642579;83,91396253722267;33,6231884057971
mlp-1camadas-retro;123;90648;1075;41;10,267111853088482;98,78546475562375;75,0;98,82799297886027;86,09355070743987;18,061674008810574
mlp-1camadas-full;115;91363;358;49;24,312896405919663;99,5570550144202;70,1219512195122;99,60968589526935;83,57526868242189;36,10675039246468
mlp-3camadas-retro;123;90771;952;41;11,44186046511628;98,91932482288027;75,0;98,96209238686043;86,15194094745941;19,854721549636807
mlp-3camadas-full;115;91420;301;49;27,64423076923077;99,61908907873973;70,1219512195122;99,67183087842479;83,60133529326174;39,6551724137931
oc-svm-retro;55;33754;57969;109;0,09478836343581966;36,794105803867794;33,53658536585366;36,79993022469828;35,13038572856911;0,18904241424348664
oc-svm-full;45;46177;45544;119;0,09870802167189453;50,304184578549275;27,4390243902439;50,34506819594204;37,167452887667004;0,19670841256311064
if-retro;58;1728;89995;106;0,06440651616270418;1,9436917082938827;35,36585365853659;1,883933146539036;8,162530487720455;0,1285788709445005
if-full;51;2996;88725;113;0,05744795890781292;3,3161016488001307;31,097560975609756;3,266427535678852;10,078587672049284;0,11468405666741624
ensemble-retro;123;90639;1084;41;10,190555095277547;98,7756701165562;75,0;98,81818082705537;86,08927669593439;17,943107221006564
ensemble-full;115;91354;367;49;23,858921161825727;99,54726016215922;70,1219512195122;99,59987352950796;83,57115215853938;35,60371517027864
