;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;3;38800;737;58;0,40540540540540543;97,99232284458812;4,918032786885246;98,13592331234034;21,968971036927194;0,7490636704119851
pca-full;0;39396;139;61;0,0;99,4948984745934;0,0;99,64841279878588;0,0;0,0
mlp-1camadas-retro;8;39084;453;53;1,735357917570499;98,72215768473156;13,114754098360656;98,85423780256468;36,00623585382821;3,0651340996168583
mlp-1camadas-full;2;39446;89;59;2,197802197802198;99,62622487119911;3,278688524590164;99,77488301504995;18,086756591046676;2,6315789473684212
mlp-3camadas-retro;9;39165;372;52;2,3622047244094486;98,92923885044699;14,754098360655737;99,05910918886107;38,2299338279756;4,072398190045249
mlp-3camadas-full;2;39473;62;59;3,125;99,694413577129;3,278688524590164;99,84317693183256;18,092945544190002;3,2
oc-svm-retro;22;25083;14454;39;0,1519756838905775;63,3996666498308;36,0655737704918;63,441839289779196;47,8337363692323;0,302675930384536
oc-svm-full;8;33783;5752;53;0,1388888888888889;85,33942822507323;13,114754098360656;85,4508663209814;33,47636627968393;0,2748668613640268
if-retro;57;1437;38100;4;0,14938281311423854;3,772917824132532;93,44262295081967;3,6345701494802336;18,42888407001861;0,2982887644565388
if-full;52;2576;36959;9;0,14049877063575694;6,637034043842813;85,24590163934427;6,515745541924876;23,567787413627183;0,2805351747949935
ensemble-retro;9;38820;717;52;1,2396694214876034;98,05798272640033;14,754098360655737;98,18650883982093;38,0611798176582;2,2871664548919948
ensemble-full;2;39405;130;59;1,5151515151515151;99,52267905849075;3,278688524590164;99,67117743771342;18,07735449941227;2,0725388601036268
