;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;108;60989;1844;57;5,532786885245901;96,98244388710752;65,45454545454545;97,06523642035236;79,70797280907446;10,203117619272556
pca-full;90;62151;680;75;11,688311688311689;98,80151120706077;54,54545454545455;98,91773169295412;73,45415330529308;19,251336898395724
mlp-1camadas-retro;101;61822;1011;64;9,082733812949641;98,29359662211499;61,21212121212121;98,39097289640794;77,60618634563521;15,818324197337509
mlp-1camadas-full;88;62430;401;77;17,995910020449898;99,24122166486761;53,333333333333336;99,36178001305088;72,79625631877906;26,911314984709485
mlp-3camadas-retro;101;61857;976;64;9,377901578458681;98,34915394139496;61,21212121212121;98,44667610968759;77,62815127875089;16,264090177133657
mlp-3camadas-full;88;62427;404;77;17,88617886178862;99,23645945774335;53,333333333333336;99,35700529993156;72,79450722865714;26,788432267884325
oc-svm-retro;146;32761;30072;19;0,4831557349923886;52,23499158703451;88,48484848484848;52,13979915012812;67,92335554011976;0,9610637527564756
oc-svm-full;136;46541;16290;29;0,8279556800194813;74,09518064639025;82,42424242424242;74,07330776209196;78,13729120047729;1,6394430715448132
if-retro;59;1341;61492;106;0,09585546944809994;2,222292771199086;35,75757575757576;2,1342288288001527;8,73583705375871;0,19119839263724156
if-full;47;2193;60638;118;0,07744912251792041;3,555781319448854;28,484848484848484;3,4903152902229793;9,971013098294051;0,15447822514379622
ensemble-retro;107;61229;1604;58;6,25365283459965;97,3618210101908;64,84848484848484;97,4472013114128;79,49404605233278;11,40724946695096
ensemble-full;90;62207;624;75;12,605042016806722;98,89040574004699;54,54545454545455;99,00685967118142;73,48723810215365;20,477815699658706
