,ACC1,Num_VP,VP_rate,Num_VN,VN_rate,Num_FP,FP_rate,Num_FN,FN_rate,ACC2,Sensibilidade,Especificidade,MG,Precisão,F1
Medição,88.58119917926894,132.0,95.65217391304348,58150.0,88.56633717653868,7507.0,11.433662823461322,6.0,4.3478260869565215,88.58119917926894,95.65217391304348,88.56633717653868,92.04109237971662,1.7279748658201335,3.394625176803395
