;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;128;88752;2971;36;4,130364633752824;96,72750225820845;78,04878048780488;96,7608996652966;86,90264793307075;7,845540913269998
pca-full;116;90342;1379;48;7,759197324414716;98,44697175817598;70,73170731707317;98,49652751278333;83,4675239586166;13,98432790837854
mlp-1camadas-retro;124;89539;2184;40;5,37261698440208;97,57963585708534;75,60975609756098;97,61891782867983;85,91241218551792;10,032362459546926
mlp-1camadas-full;112;90863;858;52;11,54639175257732;99,0096316047233;68,29268292682927;99,06455446408128;82,25195564424662;19,753086419753085
mlp-3camadas-retro;119;89484;2239;45;5,046649703138253;97,51433826330167;72,5609756097561;97,55895467876105;84,13663251496865;9,43695479777954
mlp-3camadas-full;107;90864;857;57;11,099585062240664;99,00527833705175;65,2439024390244;99,06564472694366;80,39545546623742;18,97163120567376
oc-svm-retro;106;54202;37521;58;0,2817125999946847;59,10302872005833;64,63414634146342;59,093139125410204;61,801574429849445;0,5609801275435949
oc-svm-full;93;70852;20869;71;0,44365995611105813;77,21064373945693;56,707317073170735;77,24730432507278;66,18525046722732;0,8804316955410395
if-retro;82;2872;88851;82;0,09220424364409162;3,214818200615974;50,0;3,1311666648496015;12,512327251254263;0,18406904834057264
if-full;66;4806;86915;98;0,07587864016279418;5,302280023942973;40,24390243902439;5,239803316579628;14,52136816805176;0,151471685122497
ensemble-retro;129;88800;2923;35;4,226736566186108;96,78082862646511;78,65853658536585;96,81323114158936;87,2650392980957;8,022388059701493
ensemble-full;118;90533;1188;46;9,03522205206738;98,65701692332807;71,95121951219512;98,70476771949717;84,27293995753188;16,05442176870748
