;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;77;57650;3468;6;2,1720733427362484;94,32362216303655;92,7710843373494;94,32573055401028;93,54517787897024;4,244762954796031
pca-full;74;59851;1265;9;5,526512322628827;97,91826663834377;89,1566265060241;97,93016558675306;93,44047943418974;10,407876230661039
mlp-1camadas-retro;75;58795;2323;8;3,127606338615513;96,19123870524992;90,36144578313252;96,19915573153571;93,23462229782606;6,045949214026603
mlp-1camadas-full;72;60213;903;11;7,384615384615385;98,50651154430628;86,74698795180723;98,52248183781661;92,44743665979725;13,610586011342157
mlp-3camadas-retro;61;59433;1685;22;3,493699885452463;97,21082988840051;73,49397590361446;97,24303805752805;84,53861541209574;6,670311645708038
mlp-3camadas-full;47;60500;616;36;7,088989441930618;98,93462311475677;56,626506024096386;98,99208063354932;74,87039234793362;12,600536193029491
oc-svm-retro;4;23932;37186;79;0,010755579456843238;39,11047205111028;4,819277108433735;39,15704047907327;13,73712592993203;0,021463257585920104
oc-svm-full;0;34169;26947;83;0,0;55,83261164398111;0,0;55,90843641599581;0,0;0,0
if-retro;45;1968;59150;38;0,0760199341160571;3,2891619417983367;54,21686746987952;3,220000654471678;13,212810024230889;0,15182698471608355
if-full;22;3436;57680;61;0,03812692800942775;5,650419124495499;26,50602409638554;5,622095686890503;12,207350398383136;0,07614432811283205
ensemble-retro;73;58082;3036;10;2,348021871984561;95,02295714122319;87,95180722891567;95,03255996596748;91,42365883400828;4,573934837092732
ensemble-full;68;60036;1080;15;5,923344947735192;98,21075507769734;81,92771084337349;98,23286864323582;89,7106128477457;11,047928513403738
