;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;121;62629;3026;17;3,8449316809659995;95,37488790600824;87,68115942028986;95,39105932526083;91,45489970454575;7,36681887366819
pca-full;108;64260;1393;30;7,195203197868088;97,83709017950784;78,26086956521739;97,87823861818957;87,52163198759126;13,17876754118365
mlp-1camadas-retro;92;64059;1596;46;5,450236966824645;97,50429376985393;66,66666666666667;97,56911126342244;80,65114641194815;10,076670317634173
mlp-1camadas-full;75;65027;626;63;10,699001426533524;98,95274429633233;54,34782608695652;99,04650206388132;73,36867225655104;17,878426698450536
mlp-3camadas-retro;87;64015;1640;51;5,037637521713955;97,42981776176796;63,04347826086956;97,50209428070977;78,40198442115596;9,329758713136728
mlp-3camadas-full;71;65011;642;67;9,957924263674615;98,92234500159596;51,44927536231884;99,02213150960353;71,37658517329994;16,686251468860167
oc-svm-retro;85;40108;25547;53;0,3316167290886392;61,090085571413375;61,594202898550726;61,0890259690808;61,34109438552916;0,6596818005432674
oc-svm-full;74;53210;12443;64;0,5911959734760726;80,98980103661594;53,6231884057971;81,0473245700882;65,92431990705424;1,169498222046622
if-retro;93;1755;63900;45;0,14532839529323519;2,808809447813597;67,3913043478261;2,6730637422892394;13,421670991264579;0,2900313420966459
if-full;72;3057;62596;66;0,11489117252824407;4,755969661503853;52,17391304347826;4,656299026700989;15,586447334897386;0,22927745756774826
ensemble-retro;114;63161;2494;24;4,371165644171779;96,17284513550074;82,6086956521739;96,20135557078669;89,14633196982186;8,30298616168973
ensemble-full;103;64629;1024;35;9,139307897071872;98,39035734370962;74,6376811594203;98,44028452622119;85,71671114613949;16,284584980237153
