,q,L,ACC1,Num_VP,VP_rate,Num_VN,VN_rate,Num_FP,FP_rate,Num_FN,FN_rate,ACC2,Sensibilidade,Especificidade,MG,Precisão,F1
Medição,131.0,9.16316358771771,70.11587301587302,156.0,94.54545454545455,44017.0,70.05172276597438,18818.0,29.94827723402562,9.0,5.454545454545454,70.11587301587302,94.54545454545455,70.05172276597438,81.3822583282205,0.8221777168757247,1.630179215215006
