;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;126;62260;3395;12;3,5785288270377733;94,82163756022678;91,30434782608695;94,82903053842053;93,05000154911643;6,887127630500136
pca-full;116;64351;1302;22;8,180535966149506;97,98756668845283;84,05797101449275;98,01684614564452;90,76947290935749;14,910025706940873
mlp-1camadas-retro;111;64114;1541;27;6,719128329297821;97,61676774124906;80,43478260869566;97,65288249181327;88,62667981111277;12,402234636871508
mlp-1camadas-full;96;65107;546;42;14,953271028037383;99,10626073475095;69,56521739130434;99,16835483527028;83,05822152233688;24,615384615384617
mlp-3camadas-retro;119;63633;2022;19;5,558150397010743;96,89784627543963;86,23188405797102;96,92026502170437;91,42000358903644;10,443176831943834
mlp-3camadas-full;108;64929;724;30;12,98076923076923;98,85394658843914;78,26086956521739;98,89723241892983;87,97603882136804;22,2680412371134
oc-svm-retro;118;36871;28784;20;0,4082762438585565;56,220266593710576;85,5072463768116;56,15870839996954;69,29629510558061;0,8126721763085399
oc-svm-full;107;50662;14991;31;0,708703139488674;77,16708972351842;77,53623188405797;77,16631380134952;77,35105170932984;1,404568128117616
if-retro;40;2048;63607;98;0,06284663849042374;3,1735898955815967;28,985507246376812;3,1193359226258472;9,508708323907879;0,125421337305009
if-full;23;3574;62079;115;0,03703584425622363;5,4673131583347265;16,666666666666668;5,443772561802202;9,525205651150182;0,07390745501285348
ensemble-retro;126;62944;2711;12;4,441311244272119;95,86126183636557;91,30434782608695;95,87083999695378;93,55973771586257;8,47058823529412
ensemble-full;116;64657;996;22;10,431654676258994;98,45267589791916;84,05797101449275;98,48293299620734;90,98502913786108;18,56
