;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;141;87577;4146;23;3,2890132960111966;95,46290552526473;85,97560975609755;95,47986873521363;90,60320046191606;6,335654909009212
pca-full;135;90110;1611;29;7,731958762886598;98,21516025466616;82,3170731707317;98,24358652871207;89,92844100082634;14,136125654450263
mlp-1camadas-retro;131;88369;3354;33;3,75896700143472;96,31395083091188;79,8780487804878;96,34333809404403;87,72524072324383;7,1800493285831735
mlp-1camadas-full;123;90421;1300;41;8,643710470836261;98,54056701311421;75,0;98,58265827891104;85,98662320918486;15,500945179584123
mlp-3camadas-retro;132;88958;2765;32;4,556437694166379;96,9560438364513;80,48780487804878;96,98548891771965;88,3524142738136;8,624632473048024
mlp-3camadas-full;124;90655;1066;40;10,420168067226891;98,79632148881754;75,60975609756098;98,83777978870705;86,4470960937878;18,31610044313146
oc-svm-retro;101;43033;48690;63;0,20700539033838208;46,942440171079696;61,58536585365854;46,9162587355407;53,75272047732261;0,41262383821877235
oc-svm-full;84;58042;33679;80;0,2487930574889672;63,259509169070036;51,21951219512195;63,28103705803469;56,93174728843277;0,4951808294278893
if-retro;51;2810;88913;113;0,05732655905759633;3,113606930251287;31,097560975609756;3,0635718413047983;9,760615356530398;0,11444215061484606
if-full;40;4716;87005;124;0,045953242575679246;5,176035261468139;24,390243902439025;5,141679658965777;11,198518694469586;0,09173365134332467
ensemble-retro;137;87773;3950;27;3,352091999021287;95,67185782537247;83,53658536585365;95,69355559674237;89,40868456738043;6,445542225358739
ensemble-full;132;90160;1561;32;7,796810395747194;98,26631114980682;80,48780487804878;98,29809967183088;88,94828984454571;14,216478190630049
