;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;143;45342;9630;20;1,4632149800470684;82,49750612133853;87,73006134969326;82,48199083169614;85,06556363129289;2,8784219001610305
pca-full;135;48269;6701;28;1,9748390871854886;87,79496853064408;82,82208588957056;87,80971438966709;85,27944481010455;3,8576939562794688
mlp-1camadas-retro;141;48172;6800;22;2,031407578158767;87,62673437925093;86,50306748466258;87,6300662155279;87,06474333234584;3,9695945945945947
mlp-1camadas-full;134;50686;4284;29;3,0330466274332277;92,17709901510892;82,20858895705521;92,20665817718756;87,06422492156067;5,850251036891509
mlp-3camadas-retro;116;49811;5161;47;2,1982186848588214;90,55409449532965;71,16564417177914;90,61158407916757;80,30212793207467;4,264705882352941
mlp-3camadas-full;108;51848;3122;55;3,343653250773994;94,23757096475795;66,25766871165644;94,3205384755321;79,05351978891801;6,36604774535809
oc-svm-retro;120;18558;36414;43;0,32846115946789295;33,876847737371904;73,61963190184049;33,75900458415193;49,85303893302605;0,6540044145297981
oc-svm-full;100;26516;28454;63;0,3502136303144918;48,27598715832623;61,34969325153374;48,2372203019829;54,3998039411293;0,6964515792039558
if-retro;79;2376;52596;84;0,1499762695775985;4,452706991928902;48,466257668711656;4,322200392927308;14,473454250434541;0,2990272152617435
if-full;68;4041;50929;95;0,1333411769319764;7,452886655904812;41,717791411042946;7,351282517736948;17,512260581620996;0,2658326817826427
ensemble-retro;146;45118;9854;17;1,46;82,09667180556815;89,57055214723927;82,07451065997235;85,74065101822005;2,873167371839024
ensemble-full;141;48022;6948;22;1,9889970376639865;87,35784375963578;86,50306748466258;87,36037838821176;86,93066609201347;3,8885824600110315
