;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;22;37599;1938;39;1,1224489795918366;95,00732360220213;36,0655737704918;95,09826238713104;58,56426724179737;2,177140029688273
pca-full;13;38706;829;48;1,5439429928741093;97,78512981109203;21,311475409836067;97,90312381434173;45,67778470674207;2,879291251384275
mlp-1camadas-retro;15;38320;1217;46;1,2175324675324675;96,81044497196828;24,59016393442623;96,92187065280623;48,819306510680384;2,320185614849188
mlp-1camadas-full;8;39055;480;53;1,639344262295082;98,6539044347914;13,114754098360656;98,78588592386492;35,99378560640984;2,914389799635701
mlp-3camadas-retro;14;38456;1081;47;1,278538812785388;97,15137128137785;22,950819672131146;97,26585223967423;47,247550571526105;2,422145328719723
mlp-3camadas-full;8;39128;407;53;1,927710843373494;98,83826649156481;13,114754098360656;98,97053243961047;36,027408953868964;3,3613445378151265
oc-svm-retro;29;24016;15521;32;0,1864951768488746;60,72276377594828;47,540983606557376;60,74310139868984;53,73813159951289;0,3715328934725514
oc-svm-full;16;32728;6807;45;0,2345009526601202;82,69522173956965;26,229508196721312;82,78234475780954;46,59764146787662;0,46484601975595585
if-retro;53;1064;38473;8;0,1375694336292374;2,8208495378554472;86,88524590163935;2,6911500619672712;15,29121430404526;0,2747039158265737
if-full;45;1748;37787;16;0,11894692323958554;4,528235175270229;73,77049180327869;4,421398760591881;18,0601428850181;0,23751088591560449
ensemble-retro;23;37796;1741;38;1,3038548752834467;95,50734885600284;37,704918032786885;95,59652983281484;60,037149512324035;2,5205479452054793
ensemble-full;13;38831;704;48;1,8131101813110182;98,10081826447116;21,311475409836067;98,2192993550019;45,75148285001755;3,341902313624679
