;cov-full;time-full;freq-full;cov-time-full;cov-freq-full;time-freq-full;cov-time-freq-full;cov-reduced;time-reduced;freq-reduced;cov-time-reduced;cov-freq-reduced;time-freq-reduced;cov-time-freq-reduced
pca;93,38097773386636;97,77832358018713;95,62532224452376;97,78180378793346;97,06245876406878;98,50264522497574;98,5028851080042;95,61730710523929;96,31886270832631;96,34789236243782;97,78277093538155;97,78844435938814;99,22310970297326;99,22830336092292
mlp-1camadas;92,79375820717816;96,3401094908476;97,80447083028994;95,62324325827704;98,52005768670868;99,24416610213862;98,52139417786728;94,8968540502431;96,3331566906892;97,07803212258348;95,62297291391164;98,52039276141511;99,2435644907339;98,52287916804349
mlp-3camadas;92,15285057411894;94,89564701976654;96,35770852826934;95,62201718946488;99,24923029940625;99,2433779150451;98,52580726405763;93,45598982458905;94,1763514955744;97,08224721008366;95,62326610427975;99,24872387967949;98,52358739412753;99,24384245043355
ensemble;93,4475732799333;96,34004095283946;97,08089168058947;95,62118711803305;98,5199586873636;99,24265065062546;98,52084206613509;94,1732482468728;95,60982884701853;97,80442513828451;95,62182680610896;98,52051079909577;99,24334745370815;99,24402902612236
oc-svm;87,51375533542458;67,96756104904429;92,59615711471983;90,42048873669991;96,21036704145149;57,80795876373768;89,69465544806529;86,78915192326922;67,96765243305514;92,59558215698493;90,42053823637245;96,21028327277487;61,43247223769202;90,41957108892434
if;42,50652843841722;41,05644965833637;38,88272699821404;41,78136149152832;44,679893177830415;43,23027131780379;33,81027846076657;53,37626880849598;80,18864358315382;44,68110782364122;41,05881421961696;48,304227691430185;75,11523170592537;44,68235293078897
