;cov-full;time-full;freq-full;cov-time-full;cov-freq-full;time-freq-full;cov-time-freq-full;cov-reduced;time-reduced;freq-reduced;cov-time-reduced;cov-freq-reduced;time-freq-reduced;cov-time-freq-reduced
pca;94,56806282722513;99,95235193062827;97,55906645232761;99,93956969895288;99,94694862565446;97,54733134107107;99,94224476439791;99,94833933246073;99,93402323298429;97,5554301630606;99,94132444371728;99,94905104712042;99,95545647905759;99,94350867146596
mlp-1camadas;95,58982329842932;97,54288107929096;97,56575002562604;98,74916059854601;99,9575179973822;97,55988451515485;98,75020771896486;99,94447398560209;98,74132355666119;96,34366144223492;99,95395124345549;99,94655595549739;97,55120895887212;99,95721122382199
mlp-3camadas;96,61321989528795;98,74603150823187;93,95835616681386;99,93814217931937;98,76357077524757;98,75347997027376;99,94878517670158;98,76363622027375;97,55314776777264;95,15862292428878;99,95233556937173;99,96426292539267;98,757153072368;98,75210971503816
ensemble;95,81479057591623;98,74812574906957;97,5668871329559;99,94247382198952;99,95868782722513;97,55212927955274;99,94892833769633;99,95081397251309;98,74489440090203;96,35380133097837;99,95123936518324;99,95208606020942;98,75598324252506;99,95499836387434
oc-svm;40,798524924304544;17,886531630448495;40,7823518222103;68,48733377554721;28,7363473691888;10,658503565965432;46,80215337790955;40,798373582681506;17,88677295898253;40,78234364158203;67,282551311266;28,736465988298747;10,658519927221977;48,006755868368764
if;86,49920081175487;67,22246050629218;50,353988499810754;68,42721842868858;78,06538815602725;44,33044021636283;63,60776134643285;44,33354476479215;68,42932085015454;62,40312613346054;39,5142431144736;53,97150588610988;46,742201643616355;56,380854028023094
