;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;117;63000;2655;21;4,220779220779221;95,9326980073868;84,78260869565217;95,95613433858807;90,19651539597272;8,041237113402062
pca-full;103;64732;921;35;10,05859375;98,54691371160189;74,6376811594203;98,5971699693845;85,78498782069093;17,72805507745267
mlp-1camadas-retro;108;64164;1491;30;6,75422138836773;97,6882039122703;78,26086956521739;97,72903815398675;87,45489984959853;12,435233160621761
mlp-1camadas-full;93;65192;461;45;16,787003610108304;99,23089784317004;67,3913043478261;99,29782340487107;81,80348304414889;26,87861271676301
mlp-3camadas-retro;104;64628;1027;34;9,195402298850574;98,38736643715897;75,3623188405797;98,43576269895667;86,12982836296851;16,390858944050436
mlp-3camadas-full;89;65336;317;49;21,92118226600985;99,44369290632457;64,4927536231884;99,5171583933712;80,11326717556528;32,720588235294116
oc-svm-retro;106;33891;31764;32;0,33260119234389707;51,672670344869516;76,81159420289855;51,61983093442998;62,96825792856004;0,662334416395901
oc-svm-full;81;46399;19254;57;0,4189294026377037;70,64796096730556;58,69565217391305;70,67308424595981;64,4065429204092;0,8319211215529195
if-retro;51;1468;64187;87;0,07939226003300227;2,308756250664964;36,95652173913044;2,235930241413449;9,090225771342277;0,15844414067354293
if-full;32;2613;63040;106;0,050735667174023336;4,02030672888389;23,18840579710145;3,980016145492209;9,606780389947971;0,10124980224647998
ensemble-retro;115;63626;2029;23;5,3638059701492535;96,8811271715836;83,33333333333333;96,90960322900007;89,86545648403138;10,078878177037685
ensemble-full;101;65004;649;37;13,466666666666667;98,95730419054279;73,18840579710145;99,01146939210699;85,12632730499311;22,74774774774775
